binom,Alpha Probs,Nonalpha Probs,ProbAandB
heat and outcry,-75.88780024647713,-77.43587845563889,0.8246359921952432
powers and traditions,-68.88328075408936,-69.13496595621109,0.5625912430094385
courthouse and square,-85.03471639752388,-81.83479380607605,0.03916863592143175
ivory and sandalwood,-70.67147647310048,-71.70708217006177,0.7380012328595568
kind and scale,-83.80000807344913,-86.2878638356924,0.9232860664115993
glance and signal,-66.82187205180526,-69.115469571203,0.9083453983867921
emeralds and peanuts,-92.8409590870142,-89.70904799550772,0.04180997801742705
maps and registers,-67.31060226261616,-72.91543778777122,0.9963334671691416
clerks and postmasters,-90.39717687666416,-88.02702987194061,0.08547764719608525
neighborliness and politeness,-53.89088770817034,-54.92404622770846,0.7375277823417361
nationalism and sentiment,-62.91904807090759,-64.43412393331528,0.8198122314790623
gift and heritage,-74.69800290465355,-79.74770348146558,0.993629589475893
concern and inquiry,-66.07162675261497,-73.9158182144165,0.999608131176234
community and customers,-70.48536182940006,-70.22430549561977,0.4351040557087795
appliances and cosmetics,-55.50586102902889,-53.81313733756542,0.15541798393391507
flirtation and romance,-76.10344182420522,-77.4197952710092,0.7885743753296198
optimism and practicality,-72.02883442118764,-73.53130209445953,0.8179422325207791
gentility and principle,-92.88972944393754,-92.32446394115686,0.3623300015227308
gardens and housing,-56.82295349240303,-58.02615523338318,0.7690938656670568
clergymen and parishioners,-54.6339063141495,-54.08694127947092,0.36656883036772286
arrows and crosses,-81.6133040189743,-82.13032084703445,0.6264499367681416
envy and hurt,-77.72967603802681,-78.54672284424305,0.6936090996958045
bellboy and chambermaid,-68.3385588824749,-67.62307524681091,0.32838829135707104
hat and tunic,-55.84377785574179,-54.41087999969022,0.19264756621644213
cakes and comfort,-95.97614968754351,-97.0150639899075,0.7386404656757739
clerk and cook,-101.42452947050333,-103.42101390846074,0.8804274720977764
jazz and marijuana,-54.15922096371651,-53.358401983976364,0.3098503584268897
nagging and stress,-68.07187139499001,-67.13227203744464,0.28098127759594776
poise and posture,-60.05246771953534,-60.37993355162325,0.5811426473003788
promoters and salesmen,-81.70205245912075,-79.03342811763287,0.06485034518792747
patronage and subscription,-66.712870657444,-71.72884595394135,0.9934125211028895
amber and froth,-62.32125835120678,-62.66377104818821,0.584800757660281
clarity and flavor,-122.57046718278434,-123.16606355586555,0.6446481807872317
mechanics and technique,-60.6191441565752,-60.565200224518776,0.48651728632675867
cowboy and rancher,-109.58406652137637,-112.28252519667149,0.9369356326107611
fishermen and scientists,-67.13700756430626,-66.22734892368317,0.287069695013359
doctors and president,-60.04998841881752,-56.28266909904778,0.02259175685419543
dogs and grandchildren,-80.26643537019845,-83.35672953020548,0.956490608546964
maintenance and travel,-94.59387695370242,-91.74790620384738,0.054889968376726904
authority and decency,-61.14240920543671,-61.12493288516998,0.4956310311309368
linguistics and psychiatry,-57.081747950520366,-56.998939724930096,0.479309765345024
disrespect and misunderstanding,-66.76413238048553,-68.04758381843567,0.7830367147570301
disarray and impasse,-74.1643916371977,-74.15740032540634,0.4982521791713857
form and mess,-50.320724472403526,-48.30983901023865,0.11806474746621462
criminality and madness,-72.53617449849844,-70.38392473571002,0.10412117835500184
immersion and involvement,-51.12599365413189,-51.751656621694565,0.6515054039890472
handle and hinge,-78.34266975522041,-78.41608127951622,0.5183446431552794
barnyard and coop,-104.83294874988496,-102.07124839536846,0.05942924932525693
linguists and psychotherapists,-45.09975203379872,-50.74430406902684,0.9964757320148679
control and needs,-78.63362344540656,-80.51780841313303,0.868091081388102
sprains and swellings,-101.54341355431825,-95.44115421175957,0.0022328094387554713
people and soils,-54.000105530023575,-54.271162524819374,0.5673523772217207
self-indulgence and softness,-61.05902855889872,-61.50873978435993,0.6105705730220063
head-tossing and prancing,-84.85199355334044,-83.07744978088886,0.14497817606913102
liquor and luxury,-72.66360467392951,-70.64375036093406,0.1171340560631013
adaptations and cycles,-76.71016835607588,-73.71675790473819,0.04772445634725214
classicist and mathematician,-57.43362057209015,-55.303544729948044,0.10620779194027556
benefactor and sponsor,-62.298687659204006,-62.20066434331238,0.4755137743566728
fear and ritual,-90.71214458346367,-86.56097695231438,0.015501926554525418
freedom and israel,-60.052517771720886,-59.39367353916168,0.3409992864410828
force and voice,-57.29120807349682,-54.14043056964874,0.04106065331206273
defeat and misfortune,-77.18443781137466,-76.30470302700996,0.2932327411166046
danger and nuisance,-69.0459890794009,-70.53299055062234,0.8156277832032836
meaningfulness and relevance,-76.36867456138134,-76.25699280109257,0.4721085443183111
envelope and pencil,-73.31373350590002,-75.32346420735121,0.8818149594988332
denial and ignorance,-71.23276926320978,-70.35493353568017,0.2936264700038161
competence and willingness,-91.97860655933619,-91.8525764644146,0.4685341145032305
carpet and tile,-92.82795388996601,-92.33915397524834,0.380176317802233
desire and wishing,-90.74610513448715,-91.07076758146286,0.5804601040582396
ambiguities and urgencies,-85.90779639640823,-87.46593754464993,0.8260864580236923
barriers and stakes,-79.39393091201782,-78.21664535999298,0.2355406121685839
aqueducts and tombs,-73.37289381401933,-74.28665656867088,0.7137695212150744
curiosity and foreboding,-90.25705355405807,-91.41636407375336,0.7612074101049516
scars and welts,-58.623118565417826,-58.08665619220119,0.3690109074760271
farms and mountains,-60.93000650405884,-60.140125811100006,0.31219428752647244
nightingales and roses,-88.97183682210743,-87.2646510116756,0.15352908545738475
garden and livestock,-47.74593034386635,-50.62227317690849,0.9466645116144315
honeysuckle and rosebush,-53.16392003415967,-50.280169168661814,0.05296268606870455
derelicts and outcasts,-69.10785958252382,-66.69684130465612,0.08233634730364851
clothes and haircut,-69.36849537491798,-69.74804717302322,0.5937649975403894
pen and telephone,-56.26683956384659,-56.83464366197586,0.6382563280142115
starvation and tuberculosis,-58.41706070303917,-60.07708226889372,0.8402408979944563
ceremonies and exhortations,-78.58002696186304,-76.9299971293658,0.1611049176701462
starvation and suicide,-32.6481081135571,-33.61329154111445,0.7241584124832914
denials and sacrifices,-111.86583547072951,-110.33683187665883,0.17813951864268399
aspirations and dignity,-82.87932406365871,-84.01907673478127,0.7576342262301117
chair and floor,-51.56167531013489,-51.582664489746094,0.5052471022718712
cables and communiques,-113.96996798738837,-114.10841847024858,0.5345574370522008
lint and thread,-50.253714345395565,-52.21027661859989,0.8761604297156826
ambition and poverty,-60.618313275277615,-62.268168330192566,0.8388714597189428
amusement and pride,-96.80339309573174,-95.66336688399315,0.24231554852204595
felons and fixers,-69.61253790557384,-73.87009863369167,0.9860408245578038
screens and shades,-75.2459865808487,-75.43436688184738,0.5469562952672027
background and dancers,-91.02138822898269,-94.96074422448874,0.9809107475293216
disasters and sufferings,-66.77670514583588,-64.31536781787872,0.07861341542737695
linguist and therapist,-71.75716686993837,-73.00303341448307,0.7765835201936978
apprenticeship and learning,-62.0102524170652,-59.01548768021166,0.047662946045192306
miners and teamsters,-61.06766679883003,-57.58446553722024,0.029794003686038392
song and tears,-48.81699009984732,-47.253331895917654,0.1731223451051901
humor and proportion,-55.0289708096534,-52.6964322461281,0.08846374482545638
patients and psychiatrists,-44.660355776548386,-44.317209020256996,0.4150452954222506
gasps and rushes,-61.06616212800145,-64.94634803663939,0.9797706879582605
misunderstanding and persecution,-67.72068442776799,-67.5047146268189,0.4462164394454725
courage and virility,-87.29023866355419,-89.81339436769485,0.9257492619014358
juice and spirit,-75.88014830648899,-74.95248356461525,0.2833987278281001
suspense and worry,-73.65129684074782,-74.0072140605771,0.5880517500638218
attitude and culture,-106.25740586034954,-104.78258736804128,0.1862113314064206
anxiety and hazards,-92.35072241723537,-89.8309649080038,0.07448465995349234
abandon and fervor,-63.73211318254471,-64.98157380521297,0.777206478411646
clash and meeting,-60.835227608680725,-59.320271253585815,0.18020542283222996
currents and rhythms,-56.965476632118225,-57.21771351248026,0.5627269965886516
huggings and kissings,-50.319471130147576,-54.05451815435663,0.9766845393292676
coverings and veils,-87.65532249864191,-88.61404779739678,0.7228665161253861
graces and manners,-63.040486335754395,-65.40982012078166,0.91445876099577
austerity and denial,-61.90812065824866,-64.4557524509728,0.9274142551780373
composure and tranquility,-70.53678947687149,-67.44755718111992,0.04355360376719045
instinct and judgement,-43.84655183553696,-43.623932242393494,0.44457382059530615
beginnings and greetings,-72.02044821210438,-68.09667116915807,0.01938316211774293
seals and wires,-60.08500628173351,-60.40043358504772,0.5782094485002708
adherent and advocate,-75.48362019658089,-75.20558631420135,0.43093586175269405
calmness and detachment,-61.911636620759964,-62.80185008049011,0.7089342211968107
diffidence and gentleness,-65.74871810525656,-64.04949960112572,0.15456736049931144
cherries and pineapple,-70.42862248420715,-68.38106724247336,0.11429964367993398
inertia and petulance,-73.01909710466862,-71.89239259064198,0.24476978380592246
garden and pavilion,-69.87052199244499,-68.0393273383379,0.13809601737389138
furs and merchandise,-83.1313946545124,-78.66588059067726,0.01136806422665926
pains and shocks,-96.0384862869978,-95.94521693885326,0.4766995517312924
employees and proprietors,-111.03000158909708,-105.80015740916133,0.005325843075555035
madman and tyrant,-65.91266297362745,-63.61535910703242,0.0913464999069722
assistant and confidante,-48.89626067876816,-51.149731516838074,0.9049495022658113
gadgets and prowess,-71.03090439736843,-66.64963555335999,0.012354922368743164
foresight and patriotism,-60.51289492845535,-59.848747961223125,0.33980866905673424
Scots and Swiss,-56.61497972946381,-55.87897956283996,0.32387941567818995
intensities and rhythms,-66.76252508163452,-66.12583428993821,0.34599497305096905
intelligence and mentality,-71.17065115645528,-69.7104058098048,0.1884298029515058
costume and decor,-77.93288585543633,-76.54360745847225,0.19952298165085267
tension and terror,-57.93330745398998,-55.70236645638943,0.09700618211326027
hearsay and legend,-46.95491186901927,-47.56610892980825,0.6482138194474015
hope and smiles,-65.84154522418976,-65.5588771700859,0.42979978878874125
amateurs and collectors,-74.5406808257103,-72.60010524187237,0.12558463622673768
medicines and yeast,-58.338937640190125,-57.00455987453461,0.20843615341517796
equipment and musket,-61.04504354298115,-57.072380036115646,0.018475462612215672
modernizing and redecorating,-61.048883316107094,-61.22855882626027,0.5447984223005762
cologne and munich,-89.24312037660275,-88.02043167094234,0.22746363446874923
reason and sight,-61.56461489573121,-59.10829344391823,0.0789775008973949
gunfire and shouting,-55.214349422603846,-55.6438381690532,0.6057515791987889
direction and moment,-65.69507792592049,-64.95217423141003,0.3223695123294114
dancers and guests,-48.77943147299811,-50.357017010916024,0.8288622994225228
bleats and rasps,-73.71642407216132,-70.52383818477392,0.03944568422500771
allegory and expressiveness,-81.99788768589497,-78.78414785861969,0.03865193009824245
