...1,binom,Word1,Word2,Alpha Probs,Nonalpha Probs,checkpoint,ProbAandB,log_odds,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,no_final_stress,GenPref,y_vals,num_tokens,n_billion_tokens
18,keas and wolverines,keas,wolverines,-41.74609375,-48.796875,step4000-tokens16B,0.9991340190143471,7.05078125,keas and wolverines,wolverines and keas,0,41506,1749798,no,0,-1,-1,-1,0,0,-3.741417637,2,0,0,0.28491468083539706,-0.9202120931179661,16B,16
19,bonobos and wolverines,bonobos,wolverines,-38.138671875,-45.990234375,step4000-tokens16B,0.9996110079173973,7.8515625,bonobos and wolverines,wolverines and bonobos,0,290761,1749798,no,0,0,0,0,0,0,-1.794754008,0,-1,-1,0.4260534593626886,-0.29797142734636417,16B,16
20,capybaras and ibex,capybaras,ibex,-46.23046875,-42.93212890625,step4000-tokens16B,0.03562818632636991,-3.29833984375,capybaras and ibex,ibex and capybaras,0,77225,405760,no,0,0,0,0,0,0,-1.659038613,-2,-1,-1,0.35636088244063857,-0.5911942604630338,16B,16
21,capybaras and harpies,capybaras,harpies,-46.1708984375,-37.3193359375,step4000-tokens16B,1.4313738600443558e-4,-8.8515625,capybaras and harpies,harpies and capybaras,0,77225,186488,no,0,1,0,-1,-1,0,-0.881643655,-2,0,0,0.4042523912313735,-0.3877776884851256,16B,16
22,capybaras and keas,capybaras,keas,-49.22265625,-44.337890625,step4000-tokens16B,0.007504157487681737,-4.884765625,capybaras and keas,keas and capybaras,0,77225,41506,no,0,1,1,1,0,0,0.6208852437,-3,-1,-1,0.5934734630919691,0.3783432921802061,16B,16
23,ibex and narwhals,ibex,narwhals,-42.6171875,-41.21484375,step4000-tokens16B,0.19744445710480674,-1.40234375,ibex and narwhals,narwhals and ibex,0,405760,86641,no,0,1,0,-1,0,0,1.543988707,0,0,0,0.5357407880252771,0.14320739692737267,16B,16
24,harpies and narwhals,harpies,narwhals,-36.3525390625,-36.533935546875,step4000-tokens16B,0.5452251790282437,0.181396484375,harpies and narwhals,narwhals and harpies,0,186488,86641,no,0,-1,0,0,1,0,0.7665937492,0,-1,-1,0.4233333096548839,-0.3091046050334284,16B,16
25,keas and narwhals,keas,narwhals,-43.984375,-44.6796875,step4000-tokens16B,0.6671476749870738,0.6953125,keas and narwhals,narwhals and keas,0,41506,86641,no,0,0,-1,-1,0,0,-0.7359351495,1,0,0,0.36200860449946104,-0.5666568156987601,16B,16
26,ibex and ocelots,ibex,ocelots,-40.80859375,-51.08203125,step4000-tokens16B,0.9999654627476375,10.2734375,ibex and ocelots,ocelots and ibex,0,405760,84729,no,0,0,0,0,0,0,1.566303924,1,0,0,0.5764726271403577,0.3083097106173805,16B,16
27,keas and ocelots,keas,ocelots,-44.99609375,-52.953125,step4000-tokens16B,0.999649931385023,7.95703125,keas and ocelots,ocelots and keas,0,41506,84729,no,0,-1,-1,-1,0,0,-0.7136199328,2,0,0,0.3404638478266884,-0.661227842034413,16B,16
28,bonobos and ocelots,bonobos,ocelots,-38.7578125,-49,step4000-tokens16B,0.9999643664566281,10.2421875,bonobos and ocelots,ocelots and bonobos,0,290761,84729,no,0,0,1,0,0,0,1.233043696,0,-1,-1,0.5937242316635813,0.3793827937200819,16B,16
29,harpies and ibex,harpies,ibex,-36.4375,-37.80078125,step4000-tokens16B,0.7962924693012909,1.36328125,harpies and ibex,ibex and harpies,0,186488,405760,no,0,-1,0,0,1,0,-0.777394958,0,-1,-1,0.39146210219709704,-0.4411704819779082,16B,16
30,ibex and keas,ibex,keas,-38.9375,-39.42578125,step4000-tokens16B,0.6197014552649917,0.48828125,ibex and keas,keas and ibex,0,405760,41506,no,0,1,1,1,0,0,2.279923857,-1,0,0,0.729375607633055,0.9914569826689006,16B,16
31,bonobos and ibex,bonobos,ibex,-36.513671875,-36.7626953125,step4000-tokens16B,0.5619361209940442,0.2490234375,bonobos and ibex,ibex and bonobos,0,290761,405760,no,0,0,0,0,0,0,-0.3332602279,-1,-1,-1,0.41936578233907684,-0.32537745688874503,16B,16
32,ibex and koalas,ibex,koalas,-36.947265625,-43.2421875,step4000-tokens16B,0.9981577466821717,6.294921875,ibex and koalas,koalas and ibex,0,405760,625349,no,0,0,-1,0,0,0,-0.4325480421,1,1,1,0.4713669959544411,-0.11465746170600533,16B,16
33,ibex and sloths,ibex,sloths,-38.12109375,-41.818359375,step4000-tokens16B,0.975808514131865,3.697265625,ibex and sloths,sloths and ibex,0,405760,420234,no,0,0,-1,1,0,0,-0.03504984718,-1,0,0,0.42746759137981555,-0.29219086690446183,16B,16
34,aardvarks and ibex,aardvarks,ibex,-50.89453125,-44.6953125,step4000-tokens16B,0.00202690008046383,-6.19921875,aardvarks and ibex,ibex and aardvarks,0,58045,405760,no,0,0,1,0,0,0,-1.94454328,0,0,0,0.5680652808348717,0.2739618793826944,16B,16
35,harpies and keas,harpies,keas,-39.6015625,-37.9248046875,step4000-tokens16B,0.15752526540436274,-1.6767578125,harpies and keas,keas and harpies,0,186488,41506,no,0,-1,1,1,1,0,1.502528899,-1,-1,-1,0.5694166848584832,0.2794716406909925,16B,16
36,bonobos and harpies,bonobos,harpies,-36.9296875,-33.21630859375,step4000-tokens16B,0.023814013779547106,-3.71337890625,bonobos and harpies,harpies and bonobos,0,290761,186488,no,0,1,0,-1,-1,0,0.44413473,-1,0,0,0.4695475164299526,-0.12196088491939039,16B,16
37,harpies and koalas,harpies,koalas,-34.45703125,-43.1103515625,step4000-tokens16B,0.9998254841245389,8.6533203125,harpies and koalas,koalas and harpies,0,186488,625349,no,0,-1,-1,0,1,0,-1.209943,1,0,0,0.3594510874965562,-0.57774737367536,16B,16
38,harpies and wombats,harpies,wombats,-42.703125,-41.78125,step4000-tokens16B,0.2845760042165267,-0.921875,harpies and wombats,wombats and harpies,0,186488,228721,no,0,-1,0,1,1,0,-0.2041360263,0,-1,-1,0.46693255202911266,-0.13246314116030422,16B,16
39,aardvarks and harpies,aardvarks,harpies,-48.318359375,-40.548828125,step4000-tokens16B,4.2223286976683373e-4,-7.76953125,aardvarks and harpies,harpies and aardvarks,0,58045,186488,no,0,1,0,0,-1,0,-1.167148322,0,1,1,0.5790029683650513,0.3186818213606025,16B,16
40,bonobos and keas,bonobos,keas,-40.88671875,-38.666259765625,step4000-tokens16B,0.09792825091100112,-2.220458984375,bonobos and keas,keas and bonobos,0,290761,41506,no,0,1,1,1,0,0,1.946663629,-2,-1,-1,0.6556932495586142,0.6441600957716019,16B,16
41,keas and koalas,keas,koalas,-42.953125,-45.17578125,step4000-tokens16B,0.902265680409537,2.22265625,keas and koalas,koalas and keas,0,41506,625349,no,0,-1,-1,-1,0,0,-2.712471899,2,1,1,0.3394323126090292,-0.6658250443663524,16B,16
42,keas and sloths,keas,sloths,-40.8125,-43.623046875,step4000-tokens16B,0.943243103543508,2.810546875,keas and sloths,sloths and keas,0,41506,420234,no,0,-1,-1,0,0,0,-2.314973704,0,0,0,0.30082792751274773,-0.843358449557966,16B,16
43,keas and wombats,keas,wombats,-48.27734375,-48.056640625,step4000-tokens16B,0.44504710025152877,-0.220703125,keas and wombats,wombats and keas,0,41506,228721,no,0,-1,-1,-1,0,0,-1.706664925,1,0,0,0.2893415476569124,-0.8985841218256359,16B,16
44,keas and lions,keas,lions,-35.53515625,-35.455078125,step4000-tokens16B,0.4799911598415776,-0.080078125,keas and lions,lions and keas,0,41506,19766321,no,0,-1,-1,-1,-1,0,-6.165896814,0,1,1,0.2167473539716161,-1.284722900251833,16B,16
45,aardvarks and keas,aardvarks,keas,-53.01953125,-49.3671875,step4000-tokens16B,0.02527489813024264,-3.65234375,aardvarks and keas,keas and aardvarks,0,58045,41506,no,0,1,1,1,0,0,0.3353805767,-1,0,0,0.6953240963767371,0.8251294620259344,16B,16
46,bonobos and wombats,bonobos,wombats,-44.26953125,-43.9658203125,step4000-tokens16B,0.4246505652505345,-0.3037109375,bonobos and wombats,wombats and bonobos,0,290761,228721,no,0,0,0,1,0,0,0.2399987037,-1,-1,-1,0.49583256748790977,-0.016670116079694597,16B,16
47,aardvarks and bonobos,aardvarks,bonobos,-51.72119140625,-45.849609375,step4000-tokens16B,0.0028104898753454786,-5.87158203125,aardvarks and bonobos,bonobos and aardvarks,0,58045,290761,no,0,0,0,0,0,0,-1.611283052,1,1,1,0.550548918849493,0.20288879627999296,16B,16
48,ocarinas and vibraphones,ocarinas,vibraphones,-52.267578125,-51.984375,step4000-tokens16B,0.4296686628598425,-0.283203125,ocarinas and vibraphones,vibraphones and ocarinas,0,25781,16255,no,0,0,1,0,0,0,0.4612372328,-1,-1,-1,0.5401509282596678,0.16095026655090905,16B,16
49,cymbals and ocarinas,cymbals,ocarinas,-49.0859375,-45.5263671875,step4000-tokens16B,0.027663978004901994,-3.5595703125,cymbals and ocarinas,ocarinas and cymbals,0,840625,25781,no,0,0,1,1,0,0,3.484507876,2,0,0,0.7863131089907258,1.3028432531177554,16B,16
50,clarinets and ocarinas,clarinets,ocarinas,-47.509765625,-42.2890625,step4000-tokens16B,0.005374487239864885,-5.220703125,clarinets and ocarinas,ocarinas and clarinets,0,243271,25781,no,0,0,1,1,0,0,2.244538262,0,1,1,0.7423705361505314,1.0583261274000662,16B,16
51,cellos and ocarinas,cellos,ocarinas,-46.64453125,-42.8203125,step4000-tokens16B,0.021368887755176,-3.82421875,cellos and ocarinas,ocarinas and cellos,0,268657,25781,no,0,0,1,0,0,0,2.343797687,2,0,0,0.7202291749686441,0.9455986739323422,16B,16
52,didgeridoos and vibraphones,didgeridoos,vibraphones,-64.59375,-64.3203125,step4000-tokens16B,0.43206338921230675,-0.2734375,didgeridoos and vibraphones,vibraphones and didgeridoos,0,27696,16255,no,0,0,0,0,0,0,0.5328874447,-1,0,0,0.47878389059777837,-0.08491542531611426,16B,16
53,lutes and marimbas,lutes,marimbas,-39.0419921875,-42.22265625,step4000-tokens16B,0.9601001126518565,3.1806640625,lutes and marimbas,marimbas and lutes,0,159875,46966,no,0,0,0,0,0,0,1.224968324,2,1,1,0.6451767867370823,0.5979046925768685,16B,16
54,kalimbas and lutes,kalimbas,lutes,-49.18359375,-45.0380859375,step4000-tokens16B,0.015588541820739921,-4.1455078125,kalimbas and lutes,lutes and kalimbas,0,14400,159875,no,0,0,0,0,0,0,-2.407164053,-2,-1,-1,0.3418219367188277,-0.6551855589986626,16B,16
55,clarinets and kalimbas,clarinets,kalimbas,-50.71484375,-46.22314453125,step4000-tokens16B,0.011077507928300678,-4.49169921875,clarinets and kalimbas,kalimbas and clarinets,0,243271,14400,no,0,0,1,1,0,0,2.826947842,0,1,1,0.7517827161314903,1.1081428336783479,16B,16
56,kalimbas and trumpets,kalimbas,trumpets,-48.275390625,-50.1796875,step4000-tokens16B,0.8703770745957927,1.904296875,kalimbas and trumpets,trumpets and kalimbas,0,14400,1217280,no,0,0,-1,-1,0,0,-4.437145934,-1,0,0,0.23360373298298662,-1.1880731247805756,16B,16
57,cellos and kalimbas,cellos,kalimbas,-52.55078125,-48.03125,step4000-tokens16B,0.01077672605008006,-4.51953125,cellos and kalimbas,kalimbas and cellos,0,268657,14400,no,0,0,1,1,0,0,2.926207266,1,0,0,0.7507606214255281,1.1026730601250883,16B,16
58,kalimbas and saxophones,kalimbas,saxophones,-46.090972900390625,-45.4658203125,step4000-tokens16B,0.34861048469003136,-0.625152587890625,kalimbas and saxophones,saxophones and kalimbas,0,14400,327480,no,0,0,-1,-1,0,0,-3.124198778,0,-1,-1,0.2516692211660172,-1.0897294870595946,16B,16
59,lutes and saxophones,lutes,saxophones,-35.01715087890625,-31.1884765625,step4000-tokens16B,0.02127591023434837,-3.82867431640625,lutes and saxophones,saxophones and lutes,0,159875,327480,no,0,0,-1,-1,0,0,-0.7170347246,2,0,0,0.3982829830330127,-0.41262449802671775,16B,16
60,casserole and eagle,casserole,eagle,-35.732421875,-33.504638671875,step4000-tokens16B,0.09728314444792126,-2.227783203125,casserole and eagle,eagle and casserole,0,3588647,16512285,yes,0,-1,0,0,-1,0,-1.526329398,-1,1,1,0.4104156334723091,-0.36224743874921694,16B,16
61,kite and linguist,kite,linguist,-34.5830078125,-33.23046875,step4000-tokens16B,0.20545557615354904,-1.3525390625,kite and linguist,linguist and kite,0,4339660,874073,yes,0,-1,1,0,0,0,1.602387387,1,1,1,0.6563896565436474,0.6472463083884862,16B,16
62,algorithm and perfume,algorithm,perfume,-32.42578125,-31.99609375,step4000-tokens16B,0.3942009561511044,-0.4296875,algorithm and perfume,perfume and algorithm,0,54688589,7461375,yes,0,-1,-1,0,0,0,1.991915363,-2,-1,-1,0.27965503015341253,-0.9461734136298062,16B,16
63,forest and screwdriver,forest,screwdriver,-33.173828125,-36.43359375,step4000-tokens16B,0.9630224454648543,3.259765625,forest and screwdriver,screwdriver and forest,0,73685641,2733340,yes,0,0,0,0,0,0,3.294283645,1,0,0,0.6120917518078585,0.45611335460257046,16B,16
64,slipper and volcano,slipper,volcano,-32.078125,-33.587890625,step4000-tokens16B,0.8190264698879777,1.509765625,slipper and volcano,volcano and slipper,0,1118544,6804199,yes,0,0,1,-1,-1,0,-1.805512082,1,0,0,0.5398950778258259,0.1599202651998474,16B,16
65,harmonica and microscope,harmonica,microscope,-40.5234375,-36.203125,step4000-tokens16B,0.013121271126550958,-4.3203125,harmonica and microscope,microscope and harmonica,0,1359198,7785003,yes,0,0,0,0,0,0,-1.745304371,-1,-2,-1,0.43724742839241704,-0.25234081693175797,16B,16
66,cookbook and zenith,cookbook,zenith,-36.916015625,-39.390625,step4000-tokens16B,0.9223425628560779,2.474609375,cookbook and zenith,zenith and cookbook,0,7003414,2247901,yes,0,1,1,0,0,0,1.136400853,0,1,1,0.7216705216910971,0.9527631078897986,16B,16
67,hammock and hydrogen,hammock,hydrogen,-33.283203125,-34.59228515625,step4000-tokens16B,0.7873595059469619,1.30908203125,hammock and hydrogen,hydrogen and hammock,0,2652599,20814788,yes,0,1,-1,0,0,0,-2.060123782,1,1,0,0.4097086868275882,-0.3651697789577366,16B,16
68,neuron and toaster,neuron,toaster,-32.58203125,-35.51171875,step4000-tokens16B,0.9492946352021696,2.9296875,neuron and toaster,toaster and neuron,0,4244660,2894568,yes,0,-1,-1,0,0,0,0.3828258452,0,1,0,0.3086544654725901,-0.8064173322613784,16B,16
69,marshmallow and telescope,marshmallow,telescope,-34.033203125,-33.33984375,step4000-tokens16B,0.33328618068108656,-0.693359375,marshmallow and telescope,telescope and marshmallow,0,2541363,8152575,yes,0,0,0,0,0,0,-1.165633277,0,-1,-1,0.43926162284748926,-0.24415925847749906,16B,16
70,casserole and optics,casserole,optics,-38.498046875,-34.2127685546875,step4000-tokens16B,0.013582756885473377,-4.2852783203125,casserole and optics,optics and casserole,0,3588647,6974820,yes,0,1,0,0,0,0,-0.6645312697,-1,1,1,0.5567380190984357,0.22793381228995027,16B,16
71,encyclopedia and comet,encyclopedia,comet,-32.609375,-29.98046875,step4000-tokens16B,0.06730107458490009,-2.62890625,encyclopedia and comet,comet and encyclopedia,0,10025067,3887981,yes,0,1,0,-1,0,0,0.9471986567,-4,-1,0,0.4197778461808315,-0.323685420355864,16B,16
72,nimbus and waffle,nimbus,waffle,-38.844482421875,-33.34521484375,step4000-tokens16B,0.004073107719138482,-5.499267578125,nimbus and waffle,waffle and nimbus,0,587749,3154327,yes,0,-1,-1,0,0,0,-1.680230454,0,0,0,0.3123693909163303,-0.7890653556027261,16B,16
73,photon and pumpkin,photon,pumpkin,-30.8125,-33.0859375,step4000-tokens16B,0.9066531214804245,2.2734375,photon and pumpkin,pumpkin and photon,0,7096631,15686397,yes,0,-1,-1,0,0,0,-0.7931737393,0,1,1,0.36660370145289306,-0.5468148582413699,16B,16
74,lantern and syntax,lantern,syntax,-34.4375,-31.50390625,step4000-tokens16B,0.0505176697224809,-2.93359375,lantern and syntax,syntax and lantern,0,4902023,12562326,yes,0,1,1,0,0,0,-0.9410543579,0,-1,-1,0.6088106571896519,0.44231561614875736,16B,16
75,echo and vineyard,echo,vineyard,-33.482421875,-33.06640625,step4000-tokens16B,0.39747056809063147,-0.416015625,echo and vineyard,vineyard and echo,0,45064711,6846272,yes,0,-1,0,0,0,0,1.884395208,0,0,0,0.4835576118286375,-0.06579327599821186,16B,16
76,nebula and snowman,nebula,snowman,-35.189453125,-36.40625,step4000-tokens16B,0.7714993677488416,1.216796875,nebula and snowman,snowman and nebula,0,2168144,1807152,yes,0,-1,-1,0,0,0,0.1821193766,-1,-2,-1,0.31978869903944857,-0.7547430244204432,16B,16
77,botany and teapot,botany,teapot,-39.703125,-36.3193359375,step4000-tokens16B,0.032805955826390634,-3.3837890625,botany and teapot,teapot and botany,0,2063328,1331484,yes,0,-1,-1,0,0,0,0.4380261035,-1,-2,-1,0.32456876933212936,-0.7328539094635536,16B,16
78,chisel and kaleidoscope,chisel,kaleidoscope,-38.5478515625,-43.828125,step4000-tokens16B,0.9949347488671261,5.2802734375,chisel and kaleidoscope,kaleidoscope and chisel,0,1285176,1118092,yes,0,0,0,1,0,0,0.1392720128,2,-1,-1,0.606341876540728,0.43196115403629465,16B,16
79,lava and teacup,lava,teacup,-38.1328125,-35.3515625,step4000-tokens16B,0.05834584061168106,-2.78125,lava and teacup,teacup and lava,0,6111697,853094,yes,0,-1,-1,1,0,0,1.969090014,0,-1,-1,0.4052538218603504,-0.38362113172570267,16B,16
80,entropy and orchard,entropy,orchard,-37.43359375,-37.3984375,step4000-tokens16B,0.4912118426336716,-0.03515625,entropy and orchard,orchard and entropy,0,8265645,5707498,yes,0,-1,-1,0,0,0,0.3703270191,-1,-1,0,0.3607134424465706,-0.5722689458512314,16B,16
81,axolotl and vineyard,axolotl,vineyard,-43.5478515625,-41.5341796875,step4000-tokens16B,0.11777491957086147,-2.013671875,axolotl and vineyard,vineyard and axolotl,0,204694,6846272,yes,0,1,0,0,0,0,-3.509943368,-2,0,0,0.41720901096043167,-0.3342412911524314,16B,16
82,clockwork and meadow,clockwork,meadow,-36.009765625,-39.10546875,step4000-tokens16B,0.9567151548042915,3.095703125,clockwork and meadow,meadow and clockwork,0,1808950,4852235,yes,0,-1,0,0,0,0,-0.9866928571,0,1,1,0.46381396503347755,-0.14499764661233416,16B,16
83,algebra and telescope,algebra,telescope,-32.15625,-28.50390625,step4000-tokens16B,0.025274898130242644,-3.65234375,algebra and telescope,telescope and algebra,0,17427385,2758,yes,0,-1,0,0,0,0,8.751292319,0,-2,-1,0.6339061674945562,0.5490112691776708,16B,16
84,arcade and topaz,arcade,topaz,-31.62109375,-34.3759765625,step4000-tokens16B,0.940188521120677,2.7548828125,arcade and topaz,topaz and arcade,0,10059930,1032617,yes,0,0,0,0,0,0,2.27646385,0,0,0,0.5539486589377316,0.216637949170952,16B,16
85,asteroid and compass,asteroid,compass,-28.56640625,-27.88671875,step4000-tokens16B,0.3363310529262674,-0.6796875,asteroid and compass,compass and asteroid,0,3406257,8062871,yes,0,-1,0,1,0,0,-0.8616556621,-1,0,0,0.45179506992851065,-0.19342048511866783,16B,16
86,bicycle and nebula,bicycle,nebula,-38.13671875,-38.37890625,step4000-tokens16B,0.5602526536332626,0.2421875,bicycle and nebula,nebula and bicycle,0,15875767,2168144,yes,0,1,1,0,0,0,1.990922357,0,0,0,0.7025518765090452,0.8594794090856206,16B,16
87,bungalow and entropy,bungalow,entropy,-37.3583984375,-37.36669921875,step4000-tokens16B,0.5020751833969888,0.00830078125,bungalow and entropy,entropy and bungalow,0,2493634,8265645,yes,0,1,0,0,0,0,-1.198366684,0,2,1,0.535159628168448,0.14087101253338433,16B,16
88,carnation and gnome,carnation,gnome,-35.173828125,-37.23828125,step4000-tokens16B,0.8873999002546609,2.064453125,carnation and gnome,gnome and carnation,0,555072,3256725,yes,0,0,0,0,0,0,-1.769379533,-2,-1,-1,0.35419904032183547,-0.6006323284325122,16B,16
89,cinnamon and harmonica,cinnamon,harmonica,-32.86328125,-40.28125,step4000-tokens16B,0.9993999928206616,7.41796875,cinnamon and harmonica,harmonica and cinnamon,0,13557070,1359198,yes,0,0,1,0,0,0,2.300013363,1,0,0,0.6877106238596346,0.7894378990111537,16B,16
90,coral and syntax,coral,syntax,-33.40625,-31.70703125,step4000-tokens16B,0.15456732837004417,-1.69921875,coral and syntax,syntax and coral,0,12309424,12562326,yes,0,1,1,0,0,0,-0.0203371871,0,-1,-1,0.6273978494459996,0.5210696381260641,16B,16
91,dandelion and pendulum,dandelion,pendulum,-44.560546875,-38.666015625,step4000-tokens16B,0.0027469009484408103,-5.89453125,dandelion and pendulum,pendulum and dandelion,0,1562624,2662527,yes,0,0,0,0,0,0,-0.5329092123,-1,1,0,0.4085662807666531,-0.3698954665868709,16B,16
92,delirium and telescope,delirium,telescope,-33.46875,-32.16015625,step4000-tokens16B,0.2127222557747289,-1.30859375,delirium and telescope,telescope and delirium,0,1927281,8152575,yes,0,-1,-1,0,1,0,-1.442223627,-1,-2,-1,0.29421372461065937,-0.8750060078917311,16B,16
93,anchors and sandstorms,anchors,sandstorms,-34.505859375,-36.1123046875,step4000-tokens16B,0.832917279736778,1.6064453125,anchors and sandstorms,sandstorms and anchors,0,4024620,132208,yes,0,1,0,0,-1,0,3.415809335,0,-1,-1,0.593375245047994,0.3779362076900792,16B,16
94,scissors and volcanoes,scissors,volcanoes,-34.150390625,-36.4609375,step4000-tokens16B,0.909746767946179,2.310546875,scissors and volcanoes,volcanoes and scissors,0,5169136,2902130,yes,0,0,1,-1,0,0,0.5772606064,1,0,0,0.5944537532011891,0.3824080061439393,16B,16
95,equations and lanterns,equations,lanterns,-33.9306640625,-32.818359375,step4000-tokens16B,0.24744147328404636,-1.1123046875,equations and lanterns,lanterns and equations,0,27734850,2788354,yes,0,-1,0,0,0,0,2.297238288,-1,0,0,0.4544029876065766,-0.18289618847201025,16B,16
96,satellites and tulips,satellites,tulips,-33.623046875,-32.455078125,step4000-tokens16B,0.2372223384883484,-1.16796875,satellites and tulips,tulips and satellites,0,7275409,1634883,yes,0,-1,0,0,0,0,1.492928789,-1,1,1,0.47868353387600177,-0.08531757970991471,16B,16
97,compasses and hedgehogs,compasses,hedgehogs,-35.4046630859375,-36.878173828125,step4000-tokens16B,0.8135904151667148,1.4735107421875,compasses and hedgehogs,hedgehogs and compasses,0,381535,703522,yes,0,-1,0,0,0,0,-0.6118965586,-1,-2,-1,0.4002821502016272,-0.4042896203260615,16B,16
98,comets and neckties,comets,neckties,-37.76953125,-39.41015625,step4000-tokens16B,0.8376199633332891,1.640625,comets and neckties,neckties and comets,0,1747239,176271,yes,0,-1,0,1,0,0,2.293769523,0,-1,-1,0.5156250279548293,0.06252046890995688,16B,16
99,castles and headphones,castles,headphones,-34.40625,-29.294921875,step4000-tokens16B,0.0059919516587264654,-5.111328125,castles and headphones,headphones and castles,0,4660868,13970646,yes,0,0,-1,1,0,0,-1.097756717,0,-1,-1,0.40202130737429853,-0.39705003162208785,16B,16
100,paperclips and pyramids,paperclips,pyramids,-39.2176513671875,-39.85107421875,step4000-tokens16B,0.6532651777513394,0.6334228515625,paperclips and pyramids,pyramids and paperclips,0,153183,2740592,yes,0,0,1,-1,0,0,-2.884295949,0,0,0,0.48348258896003526,-0.06609369383160849,16B,16
101,constellations and kettles,constellations,kettles,-46.7353515625,-37.692626953125,step4000-tokens16B,1.1823423595979644e-4,-9.042724609375,constellations and kettles,kettles and constellations,0,1738409,680590,yes,0,-1,0,0,0,0,0.9377655371,-2,0,0,0.38898159391786385,-0.45159505714607223,16B,16
102,kaleidoscopes and whales,kaleidoscopes,whales,-47.939453125,-39.924560546875,step4000-tokens16B,3.3039454482891275e-4,-8.014892578125,kaleidoscopes and whales,whales and kaleidoscopes,0,70869,7442182,yes,0,-1,-1,-1,0,0,-4.654086262,-3,0,0,0.1467457616087833,-1.7603559785450262,16B,16
103,meadows and pianos,meadows,pianos,-35.5625,-32.4609375,step4000-tokens16B,0.043042849340032184,-3.1015625,meadows and pianos,pianos and meadows,0,5992006,1902404,yes,0,-1,-1,0,0,0,1.147307898,1,0,0,0.4025636013186267,-0.394794732344463,16B,16
104,magnets and zebras,magnets,zebras,-33.83203125,-36.140625,step4000-tokens16B,0.9095862731761619,2.30859375,magnets and zebras,zebras and magnets,0,5125680,829702,yes,0,-1,1,0,0,0,1.820951878,0,0,0,0.5859262998388193,0.34715003577970655,16B,16
105,parrots and submarines,parrots,submarines,-36.181640625,-33.517578125,step4000-tokens16B,0.0651275468396235,-2.6640625,parrots and submarines,submarines and parrots,0,1701107,2404517,yes,0,1,0,-1,0,0,-0.3460698362,1,-1,-1,0.4918957789593159,-0.032419723395681777,16B,16
106,crayons and jungles,crayons,jungles,-37.636474609375,-35.69744873046875,step4000-tokens16B,0.12575491295033775,-1.93902587890625,crayons and jungles,jungles and crayons,0,1861354,1397754,yes,0,1,1,0,0,0,0.2864375172,0,0,0,0.671214989130797,0.7136854119812109,16B,16
107,harbor and teapot,harbor,teapot,-33.51953125,-34.0263671875,step4000-tokens16B,0.6240644519544826,0.5068359375,harbor and teapot,teapot and harbor,0,17241253,1331484,yes,0,-1,0,0,0,0,2.561010833,0,-1,-1,0.45653641248919524,-0.17429424667371185,16B,16
108,notebook and quicksand,notebook,quicksand,-35.771484375,-35.83984375,step4000-tokens16B,0.5170831917825521,0.068359375,notebook and quicksand,quicksand and notebook,0,13730144,501713,yes,0,0,1,-1,0,0,3.309320744,0,0,0,0.61388693631009,0.4636805306848269,16B,16
109,glacier and lantern,glacier,lantern,-31.39306640625,-33.770263671875,step4000-tokens16B,0.9150718720519134,2.377197265625,glacier and lantern,lantern and glacier,0,6518648,4902023,yes,0,-1,0,0,0,0,0.2850190154,0,0,0,0.44952334747598166,-0.202596750307873,16B,16
110,microscope and puddle,microscope,puddle,-32.86328125,-34.45703125,step4000-tokens16B,0.8311430478583168,1.59375,microscope and puddle,puddle and microscope,0,7785003,1995922,yes,0,0,0,0,0,0,1.361093092,-1,1,1,0.5380018756807323,0.15230121539262784,16B,16
111,compass and swan,compass,swan,-30.79296875,-31.42578125,step4000-tokens16B,0.6531269142203084,0.6328125,compass and swan,swan and compass,0,8062871,6606003,yes,0,-1,0,0,0,0,0.1992909155,-1,-1,-1,0.3708152793305254,-0.5287208479114315,16B,16
112,bonsai and cathedral,bonsai,cathedral,-36.755859375,-36.28662109375,step4000-tokens16B,0.3847965480595856,-0.46923828125,bonsai and cathedral,cathedral and bonsai,0,1815798,13471166,yes,0,1,0,-1,0,0,-2.004026509,1,1,1,0.5395465675635667,0.15851737045890035,16B,16
113,honeycomb and violin,honeycomb,violin,-33.2890625,-30.2001953125,step4000-tokens16B,0.04356881550238332,-3.0888671875,honeycomb and violin,violin and honeycomb,0,1932161,7817934,yes,0,0,-1,0,0,0,-1.39778126,0,0,0,0.37378558748909785,-0.5160104869203551,16B,16
114,sailboat and stadium,sailboat,stadium,-32.93359375,-35.9375,step4000-tokens16B,0.9527502864985101,3.00390625,sailboat and stadium,stadium and sailboat,0,1395717,34697787,yes,0,0,0,0,0,0,-3.213267648,1,2,1,0.46805498281733343,-0.1279543591708569,16B,16
115,acorns and skyscrapers,acorns,skyscrapers,-43.1053466796875,-46.310546875,step4000-tokens16B,0.9610295014708664,3.2052001953125,acorns and skyscrapers,skyscrapers and acorns,0,1180119,1758558,yes,0,1,0,0,0,0,-0.3988788742,1,1,1,0.6354078739692435,0.5554878480782884,16B,16
116,bell and trellis,bell,trellis,-31.814697265625,-30.0791015625,step4000-tokens16B,0.14987322655721902,-1.735595703125,bell and trellis,trellis and bell,0,35137586,1261653,yes,0,0,1,0,0,0,3.326848618,1,1,1,0.7395525882810347,1.0436444265019114,16B,16
