WordA,WordB,binom,alpha_logprob,nonalpha_logprob,model,prompt_value,prompt_text,preference
anchors,sandstorms,anchors and sandstorms,-50.44392776489258,-50.0069580078125,gpt2xl,7,Experts frequently mention the ,-0.4369697570800781
scissors,volcanoes,scissors and volcanoes,-46.27054214477539,-46.22412872314453,gpt2xl,7,Experts frequently mention the ,-0.046413421630859375
equations,lanterns,equations and lanterns,-47.8372802734375,-48.78379821777344,gpt2xl,7,Experts frequently mention the ,0.9465179443359375
satellites,tulips,satellites and tulips,-48.261051177978516,-46.59260559082031,gpt2xl,7,Experts frequently mention the ,-1.6684455871582031
compasses,hedgehogs,compasses and hedgehogs,-46.143959045410156,-45.795021057128906,gpt2xl,7,Experts frequently mention the ,-0.34893798828125
comets,neckties,comets and neckties,-51.34284973144531,-52.161094665527344,gpt2xl,7,Experts frequently mention the ,0.8182449340820312
castles,headphones,castles and headphones,-46.951995849609375,-48.81036376953125,gpt2xl,7,Experts frequently mention the ,1.858367919921875
paperclips,pyramids,paperclips and pyramids,-44.5735969543457,-43.58891677856445,gpt2xl,7,Experts frequently mention the ,-0.98468017578125
constellations,kettles,constellations and kettles,-46.7711067199707,-46.818443298339844,gpt2xl,7,Experts frequently mention the ,0.047336578369140625
kaleidoscopes,whales,kaleidoscopes and whales,-45.49663162231445,-49.01231384277344,gpt2xl,7,Experts frequently mention the ,3.5156822204589844
meadows,pianos,meadows and pianos,-44.317405700683594,-47.558380126953125,gpt2xl,7,Experts frequently mention the ,3.2409744262695312
magnets,zebras,magnets and zebras,-45.561363220214844,-47.131263732910156,gpt2xl,7,Experts frequently mention the ,1.5699005126953125
parrots,submarines,parrots and submarines,-48.01793670654297,-47.07560348510742,gpt2xl,7,Experts frequently mention the ,-0.9423332214355469
crayons,jungles,crayons and jungles,-54.06663513183594,-47.31292724609375,gpt2xl,7,Experts frequently mention the ,-6.7537078857421875
harbor,teapot,harbor and teapot,-46.233646392822266,-47.16702651977539,gpt2xl,7,Experts frequently mention the ,0.933380126953125
notebook,quicksand,notebook and quicksand,-48.967525482177734,-46.47099304199219,gpt2xl,7,Experts frequently mention the ,-2.496532440185547
glacier,lantern,glacier and lantern,-46.55194854736328,-46.16026306152344,gpt2xl,7,Experts frequently mention the ,-0.39168548583984375
microscope,puddle,microscope and puddle,-45.4759635925293,-46.75746154785156,gpt2xl,7,Experts frequently mention the ,1.2814979553222656
compass,swan,compass and swan,-46.031986236572266,-42.25863265991211,gpt2xl,7,Experts frequently mention the ,-3.7733535766601562
bonsai,cathedral,bonsai and cathedral,-46.46165466308594,-48.44407272338867,gpt2xl,7,Experts frequently mention the ,1.9824180603027344
honeycomb,violin,honeycomb and violin,-44.07521057128906,-43.370201110839844,gpt2xl,7,Experts frequently mention the ,-0.7050094604492188
sailboat,stadium,sailboat and stadium,-45.07710647583008,-43.141845703125,gpt2xl,7,Experts frequently mention the ,-1.9352607727050781
acorns,skyscrapers,acorns and skyscrapers,-48.128841400146484,-47.92565155029297,gpt2xl,7,Experts frequently mention the ,-0.20318984985351562
bell,trellis,bell and trellis,-45.866397857666016,-42.071022033691406,gpt2xl,7,Experts frequently mention the ,-3.7953758239746094
inkwell,kite,inkwell and kite,-46.37062072753906,-50.150047302246094,gpt2xl,7,Experts frequently mention the ,3.7794265747070312
foxglove,trombone,foxglove and trombone,-53.72014617919922,-49.28511047363281,gpt2xl,7,Experts frequently mention the ,-4.435035705566406
carousel,quill,carousel and quill,-42.839866638183594,-45.228416442871094,gpt2xl,7,Experts frequently mention the ,2.3885498046875
lighthouse,onion,lighthouse and onion,-44.14876174926758,-44.6697883605957,gpt2xl,7,Experts frequently mention the ,0.521026611328125
cactus,chessboard,cactus and chessboard,-44.6746940612793,-47.893775939941406,gpt2xl,7,Experts frequently mention the ,3.2190818786621094
gallery,raindrop,gallery and raindrop,-48.45459747314453,-47.39493942260742,gpt2xl,7,Experts frequently mention the ,-1.0596580505371094
cricket,plow,cricket and plow,-46.33917236328125,-45.16376495361328,gpt2xl,7,Experts frequently mention the ,-1.1754074096679688
fresco,gingerbread,fresco and gingerbread,-47.473140716552734,-49.134246826171875,gpt2xl,7,Experts frequently mention the ,1.6611061096191406
cello,sunflower,cello and sunflower,-47.58924102783203,-46.72158432006836,gpt2xl,7,Experts frequently mention the ,-0.8676567077636719
archway,quilt,archway and quilt,-46.56072235107422,-46.35620880126953,gpt2xl,7,Experts frequently mention the ,-0.2045135498046875
compass,haystack,compass and haystack,-43.747249603271484,-46.54352569580078,gpt2xl,7,Experts frequently mention the ,2.796276092529297
beacon,millipede,beacon and millipede,-47.0610466003418,-48.72016525268555,gpt2xl,7,Experts frequently mention the ,1.65911865234375
parchment,windmill,parchment and windmill,-45.84740447998047,-43.105464935302734,gpt2xl,7,Experts frequently mention the ,-2.7419395446777344
candlestick,meadow,candlestick and meadow,-46.86345672607422,-45.755924224853516,gpt2xl,7,Experts frequently mention the ,-1.1075325012207031
kiwis,wolverines,kiwis and wolverines,-52.355201721191406,-55.49531555175781,gpt2xl,8,The topic today involves the ,3.1401138305664062
kiwis,narwhals,kiwis and narwhals,-53.40924835205078,-57.79609298706055,gpt2xl,8,The topic today involves the ,4.386844635009766
kiwis,ocelots,kiwis and ocelots,-54.554527282714844,-56.42573165893555,gpt2xl,8,The topic today involves the ,1.8712043762207031
ibex,kiwis,ibex and kiwis,-54.5165901184082,-54.073211669921875,gpt2xl,8,The topic today involves the ,-0.4433784484863281
harpies,kiwis,harpies and kiwis,-51.53394317626953,-54.53062438964844,gpt2xl,8,The topic today involves the ,2.9966812133789062
axolotls,wolverines,axolotls and wolverines,-53.306640625,-52.714805603027344,gpt2xl,8,The topic today involves the ,-0.5918350219726562
axolotls,ibex,axolotls and ibex,-53.44642639160156,-54.69047927856445,gpt2xl,8,The topic today involves the ,1.2440528869628906
axolotls,harpies,axolotls and harpies,-53.31812286376953,-52.40203094482422,gpt2xl,8,The topic today involves the ,-0.9160919189453125
axolotls,keas,axolotls and keas,-57.16261291503906,-54.52078628540039,gpt2xl,8,The topic today involves the ,-2.641826629638672
axolotls,bonobos,axolotls and bonobos,-52.012550354003906,-53.53695297241211,gpt2xl,8,The topic today involves the ,1.5244026184082031
axolotls,wombats,axolotls and wombats,-51.94386291503906,-61.632537841796875,gpt2xl,8,The topic today involves the ,9.688674926757812
axolotls,lions,axolotls and lions,-52.85050964355469,-52.23820114135742,gpt2xl,8,The topic today involves the ,-0.6123085021972656
ocelots,platypuses,ocelots and platypuses,-53.0262565612793,-55.438880920410156,gpt2xl,8,The topic today involves the ,2.4126243591308594
ibex,platypuses,ibex and platypuses,-55.074462890625,-54.934326171875,gpt2xl,8,The topic today involves the ,-0.14013671875
harpies,platypuses,harpies and platypuses,-50.57683563232422,-55.31182861328125,gpt2xl,8,The topic today involves the ,4.734992980957031
keas,platypuses,keas and platypuses,-53.614463806152344,-55.608238220214844,gpt2xl,8,The topic today involves the ,1.9937744140625
bonobos,platypuses,bonobos and platypuses,-51.94451141357422,-52.503543853759766,gpt2xl,8,The topic today involves the ,0.5590324401855469
harpies,wolverines,harpies and wolverines,-52.84228515625,-52.076438903808594,gpt2xl,8,The topic today involves the ,-0.7658462524414062
keas,wolverines,keas and wolverines,-53.71526336669922,-57.337371826171875,gpt2xl,8,The topic today involves the ,3.6221084594726562
bonobos,wolverines,bonobos and wolverines,-53.78667449951172,-52.08306121826172,gpt2xl,8,The topic today involves the ,-1.70361328125
capybaras,ibex,capybaras and ibex,-52.5341911315918,-52.788761138916016,gpt2xl,8,The topic today involves the ,0.25457000732421875
capybaras,harpies,capybaras and harpies,-52.60256576538086,-50.68379211425781,gpt2xl,8,The topic today involves the ,-1.9187736511230469
capybaras,keas,capybaras and keas,-55.32902145385742,-54.21928024291992,gpt2xl,8,The topic today involves the ,-1.1097412109375
ibex,narwhals,ibex and narwhals,-53.69175720214844,-54.41373825073242,gpt2xl,8,The topic today involves the ,0.7219810485839844
harpies,narwhals,harpies and narwhals,-50.462974548339844,-55.932823181152344,gpt2xl,8,The topic today involves the ,5.4698486328125
keas,narwhals,keas and narwhals,-54.047019958496094,-60.63414001464844,gpt2xl,8,The topic today involves the ,6.587120056152344
ibex,ocelots,ibex and ocelots,-52.82667541503906,-54.86648941040039,gpt2xl,8,The topic today involves the ,2.039813995361328
keas,ocelots,keas and ocelots,-55.10432434082031,-56.95940017700195,gpt2xl,8,The topic today involves the ,1.8550758361816406
bonobos,ocelots,bonobos and ocelots,-52.85514831542969,-49.92234802246094,gpt2xl,8,The topic today involves the ,-2.93280029296875
harpies,ibex,harpies and ibex,-53.73625946044922,-56.57056427001953,gpt2xl,8,The topic today involves the ,2.8343048095703125
ibex,keas,ibex and keas,-57.347930908203125,-54.155845642089844,gpt2xl,8,The topic today involves the ,-3.1920852661132812
bonobos,ibex,bonobos and ibex,-51.21472930908203,-52.111717224121094,gpt2xl,8,The topic today involves the ,0.8969879150390625
ibex,koalas,ibex and koalas,-52.480655670166016,-51.885986328125,gpt2xl,8,The topic today involves the ,-0.5946693420410156
ibex,sloths,ibex and sloths,-51.93798828125,-52.13388442993164,gpt2xl,8,The topic today involves the ,0.19589614868164062
aardvarks,ibex,aardvarks and ibex,-52.571022033691406,-58.5621223449707,gpt2xl,8,The topic today involves the ,5.991100311279297
harpies,keas,harpies and keas,-55.57202911376953,-52.744483947753906,gpt2xl,8,The topic today involves the ,-2.827545166015625
bonobos,harpies,bonobos and harpies,-53.5045166015625,-53.107513427734375,gpt2xl,8,The topic today involves the ,-0.397003173828125
harpies,koalas,harpies and koalas,-51.02306365966797,-54.842323303222656,gpt2xl,8,The topic today involves the ,3.8192596435546875
harpies,wombats,harpies and wombats,-52.48944091796875,-60.4307861328125,gpt2xl,8,The topic today involves the ,7.94134521484375
aardvarks,harpies,aardvarks and harpies,-52.67479705810547,-54.15171813964844,gpt2xl,8,The topic today involves the ,1.4769210815429688
bonobos,keas,bonobos and keas,-54.84438705444336,-54.5807991027832,gpt2xl,8,The topic today involves the ,-0.26358795166015625
keas,koalas,keas and koalas,-52.61450958251953,-52.28141784667969,gpt2xl,8,The topic today involves the ,-0.33309173583984375
keas,sloths,keas and sloths,-54.03684616088867,-54.55097961425781,gpt2xl,8,The topic today involves the ,0.5141334533691406
keas,wombats,keas and wombats,-54.19407653808594,-61.77022171020508,gpt2xl,8,The topic today involves the ,7.576145172119141
keas,lions,keas and lions,-52.81100845336914,-52.37824630737305,gpt2xl,8,The topic today involves the ,-0.43276214599609375
aardvarks,keas,aardvarks and keas,-55.549034118652344,-55.90827941894531,gpt2xl,8,The topic today involves the ,0.35924530029296875
bonobos,wombats,bonobos and wombats,-50.7441520690918,-58.300750732421875,gpt2xl,8,The topic today involves the ,7.556598663330078
aardvarks,bonobos,aardvarks and bonobos,-52.380287170410156,-57.04665756225586,gpt2xl,8,The topic today involves the ,4.666370391845703
ocarinas,vibraphones,ocarinas and vibraphones,-51.05341720581055,-57.18612289428711,gpt2xl,8,The topic today involves the ,6.1327056884765625
cymbals,ocarinas,cymbals and ocarinas,-48.826683044433594,-50.04420852661133,gpt2xl,8,The topic today involves the ,1.2175254821777344
clarinets,ocarinas,clarinets and ocarinas,-52.07395935058594,-48.98091506958008,gpt2xl,8,The topic today involves the ,-3.0930442810058594
cellos,ocarinas,cellos and ocarinas,-50.34705352783203,-49.70698928833008,gpt2xl,8,The topic today involves the ,-0.6400642395019531
didgeridoos,vibraphones,didgeridoos and vibraphones,-51.46249008178711,-56.42277908325195,gpt2xl,8,The topic today involves the ,4.960289001464844
lutes,marimbas,lutes and marimbas,-51.592567443847656,-48.658973693847656,gpt2xl,8,The topic today involves the ,-2.93359375
kalimbas,lutes,kalimbas and lutes,-55.10078048706055,-53.631103515625,gpt2xl,8,The topic today involves the ,-1.4696769714355469
clarinets,kalimbas,clarinets and kalimbas,-56.824562072753906,-56.55580520629883,gpt2xl,8,The topic today involves the ,-0.2687568664550781
kalimbas,trumpets,kalimbas and trumpets,-53.985469818115234,-53.30590057373047,gpt2xl,8,The topic today involves the ,-0.6795692443847656
cellos,kalimbas,cellos and kalimbas,-54.04961395263672,-57.99911117553711,gpt2xl,8,The topic today involves the ,3.9494972229003906
kalimbas,saxophones,kalimbas and saxophones,-57.922733306884766,-52.88715744018555,gpt2xl,8,The topic today involves the ,-5.035575866699219
lutes,saxophones,lutes and saxophones,-47.9237174987793,-48.989646911621094,gpt2xl,8,The topic today involves the ,1.0659294128417969
casserole,eagle,casserole and eagle,-55.568729400634766,-54.55146026611328,gpt2xl,8,The topic today involves the ,-1.0172691345214844
kite,linguist,kite and linguist,-54.65409851074219,-53.85031509399414,gpt2xl,8,The topic today involves the ,-0.8037834167480469
algorithm,perfume,algorithm and perfume,-52.12260437011719,-53.618431091308594,gpt2xl,8,The topic today involves the ,1.4958267211914062
forest,screwdriver,forest and screwdriver,-54.793495178222656,-53.031429290771484,gpt2xl,8,The topic today involves the ,-1.7620658874511719
slipper,volcano,slipper and volcano,-53.684776306152344,-54.50144958496094,gpt2xl,8,The topic today involves the ,0.8166732788085938
harmonica,microscope,harmonica and microscope,-56.74748611450195,-53.480125427246094,gpt2xl,8,The topic today involves the ,-3.2673606872558594
cookbook,zenith,cookbook and zenith,-57.501060485839844,-57.59990310668945,gpt2xl,8,The topic today involves the ,0.09884262084960938
hammock,hydrogen,hammock and hydrogen,-54.110443115234375,-59.9128532409668,gpt2xl,8,The topic today involves the ,5.802410125732422
neuron,toaster,neuron and toaster,-55.763370513916016,-52.959590911865234,gpt2xl,8,The topic today involves the ,-2.8037796020507812
marshmallow,telescope,marshmallow and telescope,-53.51969528198242,-54.094261169433594,gpt2xl,8,The topic today involves the ,0.5745658874511719
casserole,optics,casserole and optics,-56.57007598876953,-54.08445358276367,gpt2xl,8,The topic today involves the ,-2.4856224060058594
comet,encyclopedia,comet and encyclopedia,-55.389556884765625,-54.70198059082031,gpt2xl,8,The topic today involves the ,-0.6875762939453125
nimbus,waffle,nimbus and waffle,-53.32777404785156,-55.76691818237305,gpt2xl,8,The topic today involves the ,2.4391441345214844
photon,pumpkin,photon and pumpkin,-54.44427490234375,-53.18156051635742,gpt2xl,8,The topic today involves the ,-1.2627143859863281
lantern,syntax,lantern and syntax,-54.12114715576172,-52.644256591796875,gpt2xl,8,The topic today involves the ,-1.4768905639648438
echo,vineyard,echo and vineyard,-53.68961715698242,-52.65902328491211,gpt2xl,8,The topic today involves the ,-1.0305938720703125
nebula,snowman,nebula and snowman,-54.95004653930664,-55.64207458496094,gpt2xl,8,The topic today involves the ,0.6920280456542969
botany,teapot,botany and teapot,-54.662261962890625,-51.268898010253906,gpt2xl,8,The topic today involves the ,-3.3933639526367188
chisel,kaleidoscope,chisel and kaleidoscope,-53.25978088378906,-53.863704681396484,gpt2xl,8,The topic today involves the ,0.6039237976074219
lava,teacup,lava and teacup,-56.96295928955078,-51.96406555175781,gpt2xl,8,The topic today involves the ,-4.998893737792969
entropy,orchard,entropy and orchard,-54.72837829589844,-55.42837142944336,gpt2xl,8,The topic today involves the ,0.6999931335449219
axolotl,vineyard,axolotl and vineyard,-55.01236343383789,-54.72685241699219,gpt2xl,8,The topic today involves the ,-0.2855110168457031
clockwork,meadow,clockwork and meadow,-55.19075393676758,-55.351829528808594,gpt2xl,8,The topic today involves the ,0.16107559204101562
algebra,telescope,algebra and telescope,-53.27754211425781,-50.20102310180664,gpt2xl,8,The topic today involves the ,-3.076519012451172
arcade,topaz,arcade and topaz,-58.779701232910156,-58.56450271606445,gpt2xl,8,The topic today involves the ,-0.21519851684570312
asteroid,compass,asteroid and compass,-53.313140869140625,-51.16719055175781,gpt2xl,8,The topic today involves the ,-2.1459503173828125
bicycle,nebula,bicycle and nebula,-56.378318786621094,-54.76332092285156,gpt2xl,8,The topic today involves the ,-1.6149978637695312
bungalow,entropy,bungalow and entropy,-55.739376068115234,-55.3187370300293,gpt2xl,8,The topic today involves the ,-0.4206390380859375
carnation,gnome,carnation and gnome,-53.670108795166016,-54.74195098876953,gpt2xl,8,The topic today involves the ,1.0718421936035156
cinnamon,harmonica,cinnamon and harmonica,-51.268863677978516,-55.5445671081543,gpt2xl,8,The topic today involves the ,4.275703430175781
coral,syntax,coral and syntax,-53.5904541015625,-51.3743896484375,gpt2xl,8,The topic today involves the ,-2.216064453125
dandelion,pendulum,dandelion and pendulum,-52.51436996459961,-53.54670333862305,gpt2xl,8,The topic today involves the ,1.0323333740234375
delirium,telescope,delirium and telescope,-55.53534698486328,-55.52977752685547,gpt2xl,8,The topic today involves the ,-0.0055694580078125
anchors,sandstorms,anchors and sandstorms,-56.9747200012207,-56.631614685058594,gpt2xl,8,The topic today involves the ,-0.3431053161621094
scissors,volcanoes,scissors and volcanoes,-53.32979965209961,-55.61450958251953,gpt2xl,8,The topic today involves the ,2.284709930419922
equations,lanterns,equations and lanterns,-55.01569747924805,-54.72596740722656,gpt2xl,8,The topic today involves the ,-0.2897300720214844
satellites,tulips,satellites and tulips,-55.59428024291992,-54.0810661315918,gpt2xl,8,The topic today involves the ,-1.513214111328125
compasses,hedgehogs,compasses and hedgehogs,-53.8684196472168,-55.08710861206055,gpt2xl,8,The topic today involves the ,1.21868896484375
comets,neckties,comets and neckties,-57.055625915527344,-56.758792877197266,gpt2xl,8,The topic today involves the ,-0.2968330383300781
castles,headphones,castles and headphones,-53.59828186035156,-54.16585159301758,gpt2xl,8,The topic today involves the ,0.5675697326660156
paperclips,pyramids,paperclips and pyramids,-53.847747802734375,-51.08653259277344,gpt2xl,8,The topic today involves the ,-2.7612152099609375
constellations,kettles,constellations and kettles,-53.003318786621094,-52.84416198730469,gpt2xl,8,The topic today involves the ,-0.15915679931640625
kaleidoscopes,whales,kaleidoscopes and whales,-54.46931457519531,-58.076656341552734,gpt2xl,8,The topic today involves the ,3.607341766357422
meadows,pianos,meadows and pianos,-52.534114837646484,-53.502559661865234,gpt2xl,8,The topic today involves the ,0.96844482421875
magnets,zebras,magnets and zebras,-53.578914642333984,-53.7428092956543,gpt2xl,8,The topic today involves the ,0.1638946533203125
parrots,submarines,parrots and submarines,-52.234779357910156,-53.44053649902344,gpt2xl,8,The topic today involves the ,1.2057571411132812
crayons,jungles,crayons and jungles,-58.71012878417969,-54.60808563232422,gpt2xl,8,The topic today involves the ,-4.102043151855469
harbor,teapot,harbor and teapot,-53.590904235839844,-52.34078598022461,gpt2xl,8,The topic today involves the ,-1.2501182556152344
notebook,quicksand,notebook and quicksand,-54.698936462402344,-54.67267608642578,gpt2xl,8,The topic today involves the ,-0.0262603759765625
glacier,lantern,glacier and lantern,-54.85179901123047,-54.00868225097656,gpt2xl,8,The topic today involves the ,-0.8431167602539062
microscope,puddle,microscope and puddle,-52.07260513305664,-55.18547439575195,gpt2xl,8,The topic today involves the ,3.1128692626953125
compass,swan,compass and swan,-52.04615783691406,-52.27418518066406,gpt2xl,8,The topic today involves the ,0.22802734375
bonsai,cathedral,bonsai and cathedral,-54.46629333496094,-52.93009948730469,gpt2xl,8,The topic today involves the ,-1.53619384765625
honeycomb,violin,honeycomb and violin,-52.457908630371094,-50.20652389526367,gpt2xl,8,The topic today involves the ,-2.251384735107422
sailboat,stadium,sailboat and stadium,-52.74814224243164,-50.83153533935547,gpt2xl,8,The topic today involves the ,-1.9166069030761719
acorns,skyscrapers,acorns and skyscrapers,-56.539695739746094,-54.521453857421875,gpt2xl,8,The topic today involves the ,-2.0182418823242188
bell,trellis,bell and trellis,-53.48854064941406,-50.0623779296875,gpt2xl,8,The topic today involves the ,-3.4261627197265625
inkwell,kite,inkwell and kite,-54.85946273803711,-55.36279296875,gpt2xl,8,The topic today involves the ,0.5033302307128906
foxglove,trombone,foxglove and trombone,-60.26487350463867,-56.45099639892578,gpt2xl,8,The topic today involves the ,-3.8138771057128906
carousel,quill,carousel and quill,-51.928871154785156,-53.62541961669922,gpt2xl,8,The topic today involves the ,1.6965484619140625
lighthouse,onion,lighthouse and onion,-52.103492736816406,-51.83156204223633,gpt2xl,8,The topic today involves the ,-0.2719306945800781
cactus,chessboard,cactus and chessboard,-56.1583251953125,-56.26167678833008,gpt2xl,8,The topic today involves the ,0.10335159301757812
gallery,raindrop,gallery and raindrop,-54.70657730102539,-53.39612579345703,gpt2xl,8,The topic today involves the ,-1.3104515075683594
cricket,plow,cricket and plow,-53.36581039428711,-51.956634521484375,gpt2xl,8,The topic today involves the ,-1.4091758728027344
fresco,gingerbread,fresco and gingerbread,-56.035362243652344,-54.466773986816406,gpt2xl,8,The topic today involves the ,-1.5685882568359375
cello,sunflower,cello and sunflower,-54.474830627441406,-55.52772903442383,gpt2xl,8,The topic today involves the ,1.0528984069824219
archway,quilt,archway and quilt,-54.577552795410156,-52.80244827270508,gpt2xl,8,The topic today involves the ,-1.7751045227050781
compass,haystack,compass and haystack,-51.98185729980469,-53.752113342285156,gpt2xl,8,The topic today involves the ,1.7702560424804688
beacon,millipede,beacon and millipede,-53.8122444152832,-56.99427795410156,gpt2xl,8,The topic today involves the ,3.1820335388183594
parchment,windmill,parchment and windmill,-53.012481689453125,-50.41853332519531,gpt2xl,8,The topic today involves the ,-2.5939483642578125
candlestick,meadow,candlestick and meadow,-58.055381774902344,-54.432193756103516,gpt2xl,8,The topic today involves the ,-3.623188018798828
kiwis,wolverines,kiwis and wolverines,-48.033138275146484,-49.31509780883789,gpt2xl,9,The article referred to the ,1.2819595336914062
kiwis,narwhals,kiwis and narwhals,-48.49043655395508,-52.39238357543945,gpt2xl,9,The article referred to the ,3.901947021484375
kiwis,ocelots,kiwis and ocelots,-49.067386627197266,-49.54277420043945,gpt2xl,9,The article referred to the ,0.4753875732421875
ibex,kiwis,ibex and kiwis,-47.69122314453125,-47.80057907104492,gpt2xl,9,The article referred to the ,0.10935592651367188
harpies,kiwis,harpies and kiwis,-46.275352478027344,-49.550785064697266,gpt2xl,9,The article referred to the ,3.275432586669922
axolotls,wolverines,axolotls and wolverines,-47.51340103149414,-45.95576858520508,gpt2xl,9,The article referred to the ,-1.5576324462890625
axolotls,ibex,axolotls and ibex,-45.042686462402344,-47.29301834106445,gpt2xl,9,The article referred to the ,2.2503318786621094
axolotls,harpies,axolotls and harpies,-47.462459564208984,-45.60426330566406,gpt2xl,9,The article referred to the ,-1.8581962585449219
axolotls,keas,axolotls and keas,-51.54230499267578,-48.39990234375,gpt2xl,9,The article referred to the ,-3.1424026489257812
axolotls,bonobos,axolotls and bonobos,-47.66997146606445,-48.85615539550781,gpt2xl,9,The article referred to the ,1.1861839294433594
axolotls,wombats,axolotls and wombats,-46.887996673583984,-53.35653305053711,gpt2xl,9,The article referred to the ,6.468536376953125
axolotls,lions,axolotls and lions,-45.700313568115234,-45.43494415283203,gpt2xl,9,The article referred to the ,-0.2653694152832031
ocelots,platypuses,ocelots and platypuses,-46.8840446472168,-47.593772888183594,gpt2xl,9,The article referred to the ,0.7097282409667969
ibex,platypuses,ibex and platypuses,-49.309112548828125,-47.71293258666992,gpt2xl,9,The article referred to the ,-1.5961799621582031
harpies,platypuses,harpies and platypuses,-45.210052490234375,-47.081539154052734,gpt2xl,9,The article referred to the ,1.8714866638183594
keas,platypuses,keas and platypuses,-48.98286819458008,-49.28916931152344,gpt2xl,9,The article referred to the ,0.3063011169433594
bonobos,platypuses,bonobos and platypuses,-46.42255401611328,-46.730098724365234,gpt2xl,9,The article referred to the ,0.3075447082519531
harpies,wolverines,harpies and wolverines,-47.03900146484375,-44.7951774597168,gpt2xl,9,The article referred to the ,-2.243824005126953
keas,wolverines,keas and wolverines,-47.89650344848633,-50.324275970458984,gpt2xl,9,The article referred to the ,2.4277725219726562
bonobos,wolverines,bonobos and wolverines,-48.48262023925781,-46.58949661254883,gpt2xl,9,The article referred to the ,-1.8931236267089844
capybaras,ibex,capybaras and ibex,-47.84251403808594,-45.458839416503906,gpt2xl,9,The article referred to the ,-2.3836746215820312
capybaras,harpies,capybaras and harpies,-48.008235931396484,-45.589454650878906,gpt2xl,9,The article referred to the ,-2.418781280517578
capybaras,keas,capybaras and keas,-51.04978561401367,-49.00579833984375,gpt2xl,9,The article referred to the ,-2.043987274169922
ibex,narwhals,ibex and narwhals,-47.81816864013672,-45.95490264892578,gpt2xl,9,The article referred to the ,-1.8632659912109375
harpies,narwhals,harpies and narwhals,-44.885108947753906,-48.0255012512207,gpt2xl,9,The article referred to the ,3.140392303466797
keas,narwhals,keas and narwhals,-48.70461654663086,-54.40549087524414,gpt2xl,9,The article referred to the ,5.700874328613281
ibex,ocelots,ibex and ocelots,-44.808860778808594,-47.84951400756836,gpt2xl,9,The article referred to the ,3.0406532287597656
keas,ocelots,keas and ocelots,-49.12839126586914,-50.71133041381836,gpt2xl,9,The article referred to the ,1.5829391479492188
bonobos,ocelots,bonobos and ocelots,-44.673126220703125,-43.409786224365234,gpt2xl,9,The article referred to the ,-1.2633399963378906
harpies,ibex,harpies and ibex,-47.75043487548828,-48.58580780029297,gpt2xl,9,The article referred to the ,0.8353729248046875
ibex,keas,ibex and keas,-50.28030776977539,-48.00421142578125,gpt2xl,9,The article referred to the ,-2.2760963439941406
bonobos,ibex,bonobos and ibex,-45.13187789916992,-46.040184020996094,gpt2xl,9,The article referred to the ,0.9083061218261719
ibex,koalas,ibex and koalas,-46.42233657836914,-45.1135139465332,gpt2xl,9,The article referred to the ,-1.3088226318359375
ibex,sloths,ibex and sloths,-45.31707763671875,-45.22358322143555,gpt2xl,9,The article referred to the ,-0.09349441528320312
aardvarks,ibex,aardvarks and ibex,-47.307716369628906,-52.45229721069336,gpt2xl,9,The article referred to the ,5.144580841064453
harpies,keas,harpies and keas,-49.98297119140625,-47.32823944091797,gpt2xl,9,The article referred to the ,-2.6547317504882812
bonobos,harpies,bonobos and harpies,-47.24504089355469,-47.72981262207031,gpt2xl,9,The article referred to the ,0.484771728515625
harpies,koalas,harpies and koalas,-45.917335510253906,-47.74796676635742,gpt2xl,9,The article referred to the ,1.8306312561035156
harpies,wombats,harpies and wombats,-46.79149627685547,-52.521278381347656,gpt2xl,9,The article referred to the ,5.7297821044921875
aardvarks,harpies,aardvarks and harpies,-45.646629333496094,-49.78020477294922,gpt2xl,9,The article referred to the ,4.133575439453125
bonobos,keas,bonobos and keas,-49.49565887451172,-50.18056869506836,gpt2xl,9,The article referred to the ,0.6849098205566406
keas,koalas,keas and koalas,-47.206031799316406,-46.56504440307617,gpt2xl,9,The article referred to the ,-0.6409873962402344
keas,sloths,keas and sloths,-48.124732971191406,-48.47291564941406,gpt2xl,9,The article referred to the ,0.34818267822265625
keas,wombats,keas and wombats,-48.64480972290039,-54.698577880859375,gpt2xl,9,The article referred to the ,6.053768157958984
keas,lions,keas and lions,-47.19113540649414,-45.83069610595703,gpt2xl,9,The article referred to the ,-1.3604393005371094
aardvarks,keas,aardvarks and keas,-50.087486267089844,-50.75489807128906,gpt2xl,9,The article referred to the ,0.6674118041992188
bonobos,wombats,bonobos and wombats,-46.963836669921875,-51.54707717895508,gpt2xl,9,The article referred to the ,4.583240509033203
aardvarks,bonobos,aardvarks and bonobos,-47.13788604736328,-52.198055267333984,gpt2xl,9,The article referred to the ,5.060169219970703
ocarinas,vibraphones,ocarinas and vibraphones,-46.559818267822266,-50.28523254394531,gpt2xl,9,The article referred to the ,3.725414276123047
cymbals,ocarinas,cymbals and ocarinas,-42.85315704345703,-45.298439025878906,gpt2xl,9,The article referred to the ,2.445281982421875
clarinets,ocarinas,clarinets and ocarinas,-45.7371826171875,-46.396575927734375,gpt2xl,9,The article referred to the ,0.659393310546875
cellos,ocarinas,cellos and ocarinas,-43.63493347167969,-45.447452545166016,gpt2xl,9,The article referred to the ,1.8125190734863281
didgeridoos,vibraphones,didgeridoos and vibraphones,-44.792301177978516,-62.22521209716797,gpt2xl,9,The article referred to the ,17.432910919189453
