binom,Alpha Probs,Nonalpha Probs,ProbAandB,log_odds
lecturer and writer,-47.96014098916203,-46.46598911541514,0.18329937152139666,-1.4941518737468868
fog and mist,-51.33889154717326,-50.80897384881973,0.37053608378955216,-0.529917698353529
field and stream,-45.04699578881264,-43.191412046551704,0.13521863366063097,-1.855583742260933
dates and events,-47.23683616518974,-49.74446979165077,0.9246752359118944,2.507633626461029
belly and chest,-46.34844404284377,-45.657329457753804,0.33378517412824754,-0.6911145850899629
pain and shame,-38.393191183917224,-40.020058915019035,0.8357400973972399,1.626867731101811
doorways and windows,-42.95892924070358,-43.39706617593765,0.607815010279489,0.4381369352340698
history and identity,-55.1523896753788,-55.98862982168794,0.6976727569591875,0.8362401463091373
anger and indignation,-44.888138811104,-47.06255059549585,0.8979280315376469,2.1744117843918502
cream and peaches,-44.8793854980031,-35.92516075598542,0.00012917352223450253,-8.954224742017686
classmates and friends,-33.670207019895315,-31.825945821168716,0.13654810710607812,-1.844261198726599
movements and positions,-38.281025181058794,-39.92089116573334,0.8375167011068299,1.6398659846745431
barrels and boxes,-42.51339669711888,-41.47519777901471,0.26149766335193175,-1.0381989181041718
costumes and masks,-49.05689148942474,-51.51355341181625,0.9210472614014874,2.456661922391504
attractions and repulsions,-36.16099865548313,-37.17476905116928,0.733757373162958,1.0137703956861515
effort and resources,-35.241990715265274,-37.96818121522665,0.9385545102244454,2.726190499961376
ability and age,-44.47926922678016,-42.49106326024048,0.1204467918484958,-1.988205966539681
editing and publishing,-45.56092181801796,-45.5648682564497,0.5009866083274511,0.003946438431739807
cysts and tumors,-46.11489778757095,-46.54806783795357,0.6066303925827918,0.43317005038261414
dirt and sweat,-32.87174654821865,-33.380991246551275,0.6246293974418662,0.5092446983326226
dreams and plans,-29.042919471510686,-29.94173655472696,0.7107063522160315,0.8988170832162723
farms and fields,-41.70562677830458,-41.51676332205534,0.45292398394456734,-0.18886345624923706
cause and consequence,-39.62290259731526,-41.837899918682524,0.9015882143860838,2.214997321367264
choice and decision,-56.37629469297826,-57.058774365112185,0.6642919096349468,0.6824796721339226
confusion and turmoil,-54.37680025531154,-53.3367443735624,0.26113921163847464,-1.04005588174914
magic and superstition,-33.819491013884544,-34.54762905836105,0.6743965463451379,0.7281380444765091
machinery and power,-64.0264186784625,-61.44670347310603,0.07045538021678482,-2.5797152053564787
education and skill,-37.60623073577881,-38.15568286180496,0.6340084707225309,0.5494521260261536
forms and materials,-49.624233245804135,-49.719536602451626,0.5238078218880418,0.09530335664749146
length and quality,-41.90661084651947,-43.94482958316803,0.8847517639535248,2.0382187366485596
inclination and time,-39.0912696942687,-35.90291958022863,0.03960648996052367,-3.1883501140400767
help and understanding,-51.62786751232943,-52.145106807236516,0.6265019948623244,0.5172392949070854
closets and drawers,-32.904226794838905,-35.453885205090046,0.927550562983308,2.5496584102511406
friends and partners,-31.893476521596313,-32.19446609728038,0.5746844089735874,0.3009895756840706
receivers and senders,-45.251594743458554,-41.699841252644546,0.02787501832964658,-3.551753490814008
authority and force,-56.46548047661781,-55.51902362704277,0.2795979360885159,-0.9464568495750427
trees and underbrush,-42.237460297183134,-46.28829113766551,0.9828899447862073,4.0508308404823765
bacon and coffee,-48.492296516895294,-49.446501618251204,0.7219600710380953,0.9542051013559103
december and may,-55.43640345335007,-56.920709908008575,0.8152221642484627,1.4843064546585083
grains and seeds,-56.59980579622788,-56.072272160090506,0.3710923117181516,-0.5275336361373775
beauty and color,-49.27371319080703,-49.92002797569148,0.6561795280165642,0.6463147848844528
legs and torso,-44.24760896107182,-44.177192971110344,0.482403272893539,-0.07041598996147513
transportation and utilities,-59.03480193344876,-57.676910020178184,0.20458313523699778,-1.3578919132705778
hardships and trials,-47.35298292571679,-46.1355060916394,0.2283807856911818,-1.217476834077388
science and tactics,-58.407135845234734,-64.86819610845123,0.9984393020911294,6.4610602632164955
neighborhood and school,-43.96153736114502,-46.30834513902664,0.9126801580582797,2.3468077778816223
irony and satire,-42.25015043094754,-41.20831409562379,0.2607958272163746,-1.041836335323751
kitchen and pantry,-40.57842632534448,-42.98055699618999,0.9169896335790962,2.4021306708455086
astronomy and geology,-48.51662586629391,-51.144188495585695,0.9326145350893571,2.6275626292917877
feet and heads,-41.393968338379636,-39.5302887292346,0.1342747397541856,-1.8636796091450378
snow and water,-49.600922821089625,-48.64389724843204,0.2774741198357162,-0.9570255726575851
back and hips,-39.9284361556638,-41.164662457304075,0.774906464446157,1.2362263016402721
bombers and missiles,-37.49393209349364,-41.39341298583895,0.9801495968351001,3.8994808923453093
argument and debate,-44.930484823998995,-45.892553016659804,0.7235357006080548,0.9620681926608086
doubts and suspicions,-29.526836927641853,-33.141215876166825,0.9737727483380235,3.6143789485249727
laborers and servants,-50.400917053222656,-51.89218416810036,0.8162683834206979,1.4912671148777008
arms and faces,-51.40181987732649,-47.650892078876495,0.02295655059759248,-3.750927798449993
chrome and glass,-42.36147624254227,-42.07743498682976,0.4294632881109745,-0.28404125571250916
paris and washington,-69.08663438260555,-68.18472645431757,0.28865857538371825,-0.9019079282879829
arm and back,-43.50358021259308,-41.89507740736008,0.16679658315263293,-1.6085028052330017
emotion and meaning,-43.13962881080806,-43.40273905918002,0.5654007054541197,0.26311024837195873
bushes and vines,-52.8682347740978,-53.891401436179876,0.7355889677106242,1.023166662082076
authority and independence,-39.97515293955803,-38.821714252233505,0.23986155337885923,-1.153438687324524
crises and problems,-41.25645178556442,-41.780194859951735,0.6280226049163148,0.5237430743873119
bathrobe and slippers,-55.32611078489572,-60.197415816481225,0.9923949225942562,4.871305031585507
generalists and specialists,-39.45189353451133,-39.19920797646046,0.4371626024995164,-0.2526855580508709
boredom and loneliness,-50.346137356362306,-49.456331942317775,0.29114998477645815,-0.8898054140445311
excitement and fatigue,-44.380528087494895,-45.53052730252966,0.7595107735719764,1.149999215034768
fun and pleasure,-50.604102820158005,-51.95705261826515,0.7946114656867167,1.3529497981071472
individualism and socialism,-49.38310384750366,-50.06172372400761,0.663430598564375,0.6786198765039444
fields and homes,-53.28203796222806,-53.8507670648396,0.6384698705230913,0.5687291026115417
certainty and security,-48.702639788389206,-47.826589905656874,0.2939970084765893,-0.8760498827323318
artist and critic,-45.229903519153595,-45.65660119056702,0.6050848277726952,0.42669767141342163
20s and 30s,-38.94886026845779,-46.35985329281539,0.999395795240523,7.4109930243575945
brick and glass,-42.75218281149864,-42.263773530721664,0.3802683719843171,-0.48840928077697754
dentist and doctor,-32.90148887061514,-31.93834146473091,0.2762484745255929,-0.9631474058842286
bourbon and water,-56.46681224391796,-58.15787422680296,0.8443637699073552,1.691061982885003
cuts and wounds,-32.61226216380601,-33.30869392219756,0.6673961728423132,0.6964317583915545
palm and pine,-34.44636029005051,-33.89432045817375,0.3653912820211412,-0.5520398318767548
fish and vegetable,-40.46672899276018,-40.84729793667793,0.5940103179569025,0.3805689439177513
initials and names,-50.73327897966374,-53.17897820149665,0.9202463738188054,2.4456992218329106
fury and pain,-47.33086532354355,-46.8497396633029,0.3819863522115098,-0.4811256602406502
gentleness and sweetness,-49.35221581996302,-47.413997329131234,0.12584370451616864,-1.9382184908317868
experiences and reactions,-57.309873819351196,-58.880314230918884,0.8278463833538499,1.570440411567688
bitterness and disappointment,-44.61223520775093,-45.49887290727929,0.7081958247575192,0.8866376995283645
comedy and satire,-50.544074550271034,-51.880335092544556,0.7918743163604343,1.3362605422735214
enthusiasm and warmth,-56.52146836172324,-56.75442954263417,0.5579783207348767,0.23296118091093376
body and breath,-40.49868140928447,-40.82745840214193,0.5814617706432548,0.3287769928574562
beauty and brains,-35.4028499959968,-35.681226804852486,0.5691482321642131,0.2783768088556826
hotels and pensions,-58.75346350669861,-63.147027254104614,0.9877942074698537,4.393563747406006
imagination and originality,-28.34650631248951,-28.675308614969254,0.5814679300809654,0.32880230247974396
ears and hair,-33.54931852221489,-31.200156643986702,0.08713241388059138,-2.3491618782281876
importance and validity,-31.226229880703613,-31.037575476337224,0.45297578413427414,-0.18865440436638892
money and papers,-41.599630266427994,-46.40788823366165,0.9919040140642884,4.808257967233658
pies and puddings,-46.079424272757024,-49.296040665358305,0.96145481546106,3.2166163926012814
eloquence and force,-53.21656658500433,-52.991344335488975,0.4439312450800628,-0.22522224951535463
blossom and leaf,-59.27798112249002,-61.86194363003597,0.929822274660571,2.583962507545948
desolation and misery,-42.916784435510635,-42.095982894301414,0.30559354143526785,-0.8208015412092209
boots and jacket,-64.03780548437499,-63.55786210659426,0.38226549583243885,-0.47994337778072804
confusions and contradictions,-61.90645522251725,-62.91685914975824,0.7330991910095231,1.0104039272409864
flames and sparks,-39.07755787298083,-40.496863186359406,0.8052294883616883,1.4193053133785725
danger and threat,-64.22934068599716,-63.31166741962079,0.28543221942502683,-0.9176732663763687
determination and faith,-25.807112380862236,-25.51898210134823,0.4284616670924258,-0.28813027951400727
berlin and frankfurt,-37.950282506644726,-41.93936186097562,0.9818198831018402,3.9890793543308973
clothes and dishes,-43.1863580159843,-44.38334349915385,0.7679880836763392,1.1969854831695557
comfort and companionship,-37.99250679742545,-39.007959336042404,0.7340858631404783,1.0154525386169553
background and interest,-62.60303087905049,-65.03290184400976,0.9190769363840818,2.429870964959264
glass and rubber,-52.37390345794847,-53.422372598492075,0.7404808238110577,1.0484691405436024
color and scent,-43.01308163255453,-45.397444158792496,0.9156270691380485,2.3843625262379646
interest and payments,-43.70899367611855,-44.9453481878154,0.7749288268811475,1.2363545116968453
gambling and vice,-56.887025563046336,-59.58209656877443,0.9367351679874011,2.6950710057280958
activities and places,-50.083733112755,-48.29088190649054,0.14272351288746352,-1.7928512062644586
elegance and purity,-55.6498710559099,-55.27269081585109,0.4068071684937768,-0.3771802400588058
leaves and limbs,-47.66277140378952,-47.52129463851452,0.46468968569128277,-0.14147676527500153
power and trade,-50.20854883897118,-49.32461195695214,0.292362625006795,-0.883936882019043
games and races,-46.95716839800116,-48.178411149452586,0.7722821766506041,1.2212427514514275
evenings and sundays,-35.39166259241756,-35.58087036944926,0.5471613318003551,0.18920777703169733
activity and nature,-60.531521098688245,-61.135464645922184,0.6465580085757386,0.6039435472339392
sun and weather,-44.362637873739004,-45.49927622079849,0.7570619009564071,1.1366383470594883
leather and paper,-42.19580954313278,-42.120183646678925,0.48110253168154915,-0.07562589645385742
anguish and rage,-37.738493375480175,-37.50863398681395,0.4427868376861985,-0.22985938866622746
shooting and yelling,-52.305335560115054,-49.79632870713249,0.07522917332574336,-2.5090068529825658
arches and piers,-56.46877731598215,-59.98418901860714,0.9711231121536495,3.515411702624988
investment and risk,-37.152629233605694,-37.35657159582479,0.550809604362406,0.20394236221909523
control and growth,-59.20659354142845,-62.56289498321712,0.9663105796530327,3.3563014417886734
happiness and pain,-51.526572955044685,-49.347881279318244,0.10168036990100339,-2.1786916757264407
Egypt and Europe,-40.93762803077698,-38.888943403959274,0.1141853599100475,-2.0486846268177032
order and truth,-40.452948343532626,-42.05609195755096,0.832457290086428,1.603143614018336
factories and industries,-45.861506739398465,-47.10204426312703,0.7756575641950968,1.2405375237285625
name and year,-49.40399207174778,-50.68598847836256,0.7827894173659409,1.2819964066147804
river and sky,-46.40391346998513,-45.080608520656824,0.21026896154797886,-1.3233049493283033
detection and removal,-40.393438093859004,-45.282995646994095,0.9925314479536964,4.889557553135091
breakfast and luncheon,-43.50593847769778,-43.42617263132706,0.4800691049633915,-0.07976584637071937
attitude and experience,-35.75357073545456,-34.570562332868576,0.23451170865895948,-1.1830084025859833
pilot and plane,-45.842067988589406,-44.69586340524256,0.24118301405876552,-1.1462045833468437
malaria and typhoid,-50.54655668523628,-52.11402953276411,0.8274230442165252,1.5674728475278243
technology and time,-53.29229625267908,-49.45351989194751,0.021066567064623107,-3.838776360731572
economist and historian,-64.6133715622127,-64.16243799310178,0.3891388245702736,-0.45093356911092997
muskets and swords,-35.85826725757215,-36.39351036096923,0.6307051501606671,0.5352431033970788
character and wisdom,-44.98978193104267,-46.07174709439278,0.7468656920817536,1.0819651633501053
azaleas and camellias,-41.18056538444944,-42.14056998072192,0.7231227253737716,0.9600045962724835
silence and space,-31.783293068408966,-30.757577776908875,0.2639156271007499,-1.0257152915000916
fingers and mouth,-34.37586676311912,-32.77564915793482,0.16795120373766498,-1.600217605184298
power and variety,-57.50511353695765,-57.28663899353705,0.44559758291663765,-0.2184745434205979
cliches and stereotypes,-53.17241118691163,-54.141657023341395,0.7249691514749633,0.9692458364297636
habits and movements,-46.311207872699015,-45.622610227030236,0.3343451065246698,-0.6885976456687786
shirt and waistcoat,-38.100119083188474,-38.826255083084106,0.6739567722948042,0.7261359998956323
boardinghouses and hotels,-38.30445086630061,-39.3347993328789,0.7369834477704553,1.030348466578289
stucco and wood,-35.224923965055496,-36.165025583002716,0.7191201833111794,0.9401016179472208
activities and character,-33.55230709910393,-33.376435682177544,0.45614512623580994,-0.17587141692638397
happiness and warmth,-43.418165671406314,-41.47661323059583,0.12547740372861382,-1.941552440810483
fulfillment and pleasure,-37.99393397316453,-36.269171920168446,0.1512587975091696,-1.724762052996084
means and motives,-47.025484547019005,-49.11635985970497,0.8900131390343688,2.0908753126859665
fear and relief,-29.19702856708318,-28.64479031879455,0.3653452743546775,-0.5522382482886314
despair and futility,-39.362861746922135,-40.47031620051712,0.7516542383837502,1.1074544535949826
ash and maple,-46.92659095703857,-47.16358584573027,0.5589729544679136,0.23699488869169727
beauty and inspiration,-51.754929355345666,-51.605305238161236,0.46266360006443347,-0.14962411718443036
clippings and pictures,-42.57897902838886,-41.96693328395486,0.35159267731210325,-0.6120457444339991
liquids and powders,-39.02992432564497,-43.543990360572934,0.9891648554938441,4.514066034927964
domination and influence,-55.11805132031441,-54.66949302889407,0.38970359980904307,-0.44855829142034054
action and conversation,-43.0212645859574,-43.53059579638648,0.6246496814992784,0.5093312104290817
pattern and sequence,-47.864341616630554,-48.6272873878479,0.681992950654207,0.7629457712173462
detective and police,-47.21229856018908,-48.515705457888544,0.7864077999772506,1.3034068976994604
church and graveyard,-45.03210310975555,-48.37514001503587,0.9658760788636472,3.3430369052803144
gardens and lawn,-44.16916718205903,-44.2424585823901,0.5183146525228728,0.07329140033107251
powers and processes,-35.31088808178902,-40.355782315135,0.9935990938527646,5.044894233345985
machinery and tractors,-40.06984497682424,-40.54258609804674,0.616032337482822,0.4727411212224979
ammo and weapons,-30.885143145918846,-29.682118445634842,0.2309375762209256,-1.2030247002840042
clay and wax,-69.61316421627998,-71.11862932704389,0.8183881638292897,1.5054651107639074
associations and enterprises,-40.30158679862507,-39.09660717099905,0.2305905531884651,-1.2049796276260167
grace and modesty,-64.26328465540428,-60.40229547210038,0.020613317717259164,-3.8609891833039
brains and talent,-41.1173570305109,-41.06006705015898,0.4856814209984176,-0.057289980351924896
comedy and humor,-50.630736079998314,-50.67457526898943,0.5109580423054922,0.0438391889911145
certainty and order,-42.04843156039715,-41.7537006365601,0.42684605510375945,-0.2947309238370508
discretion and moderation,-57.07823744881898,-54.95419944124296,0.10678231393784947,-2.1240380075760186
attention and civility,-60.851677977479994,-59.84744965471327,0.2681108953097175,-1.0042283227667212
captain and leader,-51.771737933158875,-50.50666880607605,0.22010250459492295,-1.2650691270828247
control and intelligence,-44.856412997469306,-41.930382024496794,0.05088165870870653,-2.9260309729725122
grease and sweat,-45.83552086004056,-46.76158562162891,0.7162762293766257,0.9260647615883499
comprehension and control,-51.16242706030607,-51.067425245419145,0.4762673931738983,-0.0950018148869276
hallucinations and visions,-40.61612220815732,-40.38336572769913,0.44207216687968925,-0.23275648045819253
commands and statements,-49.83048574440181,-52.38689128123224,0.9280026674536163,2.5564055368304253
cost and upkeep,-48.44238515943289,-47.16389465332031,0.2178072823820734,-1.2784905061125755
men and objects,-52.49203673005104,-55.910260654985905,0.9682692490094924,3.418223924934864
fragrance and taste,-48.6878315359354,-49.150141174905,0.6135619434788311,0.4623096389696002
betrayal and murder,-52.91596347652376,-49.510227685794234,0.03211668717280204,-3.4057357907295227
bacteria and insects,-49.05417292006314,-49.97817909158766,0.7158576870522404,0.9240061715245247
confusion and congestion,-40.56564861861989,-39.51137259975076,0.25840483358966587,-1.0542760188691318
facts and techniques,-46.84823654592037,-47.86642141640186,0.7346188834754497,1.018184870481491
anger and spite,-35.11265379935503,-37.96639669686556,0.9455118357433092,2.8537428975105286
money and numbers,-24.81058218050748,-20.89717253856361,0.01958120505133602,-3.913409641943872
boulders and ledges,-47.529937863349915,-47.54007784463465,0.5025349736008875,0.010139981284737587
abolition and emancipation,-36.17583322781138,-38.092972384765744,0.8718190727466101,1.917139156954363
nationalism and sovereignty,-36.88206214647289,-37.4687115442357,0.6425959932057875,0.5866493977628124
tensions and uncertainties,-43.14820790657541,-43.55451933876611,0.6002031005787959,0.4063114321907051
beauty and poise,-41.92741310514975,-42.216422406141646,0.571753576130598,0.2890093009918928
background and intelligence,-36.532960295677185,-37.935024708509445,0.8025112753465341,1.4020644128322601
battle and bloodshed,-51.478016547393054,-55.84524898068048,0.9874726238640107,4.367232433287427
fairness and moderation,-55.33770998939872,-54.47271674871445,0.2962971713504802,-0.8649932406842709
back and behind,-51.81724786758423,-48.506442442536354,0.03520235419257574,-3.3108054250478745
apprehension and terror,-61.76394680305384,-61.72948061604984,0.4913843061269673,-0.03446618700399995
head and teeth,-48.071221836609766,-49.138570577139035,0.7440923927041216,1.067348740529269
cod and salmon,-56.72025835188106,-57.940834294073284,0.7721648886725924,1.2205759421922266
archaeologists and geologists,-39.3289025783306,-38.97063037881162,0.4113778819671099,-0.3582721995189786
chopping and sawing,-40.12471452075988,-42.698511800030246,0.9291560598120453,2.573797279270366
anxiety and dismay,-39.99289728468284,-41.21357785072178,0.7721832942319361,1.2206805660389364
resources and riches,-42.67713820934296,-39.226267874240875,0.03074291470193378,-3.4508703351020813
personnel and ships,-48.81005272269249,-50.93165996670723,0.8929856184945895,2.12160724401474
bandits and outlaws,-51.32313053298276,-49.97926093742717,0.20687442520047447,-1.3438695955555886
secrecy and stealth,-46.4085123850964,-43.81490459246561,0.06955094669510557,-2.5936077926307917
soldiers and subjects,-44.10385665297508,-44.850505858659744,0.6784481399313335,0.7466492056846619
barges and towboats,-74.03967878664844,-73.54894356668228,0.3797203839222262,-0.49073521996615455
celebration and ritual,-43.440101242333185,-42.26583235088037,0.2360842290649976,-1.1742688914528117
searching and yearning,-36.81670466065407,-36.14261342585087,0.33758135106440407,-0.6740912348031998
letters and magazines,-63.49114063626621,-66.79012209054781,0.9643938520865296,3.298981454281602
flight and terror,-65.76195222139359,-67.48295456171036,0.8482578990578127,1.7210023403167725
gaiety and spirit,-31.850627555511892,-33.44783278150135,0.8316274143869464,1.5972052259894554
disdain and indifference,-44.26277011819184,-45.11915481660981,0.7019047612286805,0.856384698417969
liberalism and progress,-52.495152782299556,-56.962880461651366,0.988656787334119,4.46772767935181
blame and hate,-48.528909891843796,-49.22922080755234,0.6682567025781795,0.7003109157085419
color and imagery,-42.229128703475,-43.34452509880066,0.753133796935622,1.1153963953256607
intonation and phrasing,-53.436179952695966,-50.863566145300865,0.07092188189151075,-2.5726138073951006
abasement and humiliation,-54.115010417066514,-53.50497684371658,0.3520515394223876,-0.6100335733499378
commercialism and materialism,-57.63945363461971,-54.92620883136988,0.06219631961899266,-2.713244803249836
education and industrialization,-54.59150408953428,-55.903872065246105,0.7879091341231258,1.3123679757118225
foreboding and gloom,-46.548512832203414,-45.44825564417988,0.2496917082176085,-1.1002571880235337
firepower and speed,-38.11136704683304,-35.24306999146938,0.05374318923133754,-2.868297055363655
